comment_text,date,url,sentiment
ﺗﻌﻤﻠﻚ ﺍﻟﺒﺨﻮﺧﻮ ﻫﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺦ ﺗﻔﺎﻫﺎﺕ ﺍﺧﺮ ﺯﻣﺎﻥ ,2017-12-27T17:23:09+0000 , https://graph.facebook.com/v2.11/134815143308923_638114106312355?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺍﺗﻘﻲ ﷲ ﻳﻮﻡ ﻻ ﻳﻨﻔﻊ ﺍﻻ ﻋﻤﻞ ﺻﺎﻟﺢ ,2017-12-27T19:46:06+0000 , https://graph.facebook.com/v2.11/134815143308923_638114106312355?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
Ma7lek ama alech dima ta3ml cha3rk akeka ma5ibou akeka ,2017-12-26T19:40:06+0000 , https://graph.facebook.com/v2.11/134815143308923_638070789650020?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻛﻞ ﺷﻲ ﻣﻀﺮﻭﺏ.. ﻣﺴﺎﻧﺪ ﺭﺳﻤﻲ  ﻣﻜﻴﺎﺝ ,2017-12-26T19:42:11+0000 , https://graph.facebook.com/v2.11/134815143308923_638070789650020?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Trop maquillée..vous en avez pas besoin.....vous detruisez votre peau ,2017-12-26T19:45:16+0000 , https://graph.facebook.com/v2.11/134815143308923_638070789650020?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
ﺗﻐﻴﻈﻴﻨﻴﻲ ﻋﺎﺟﺒﺘﻚ ﺍﻟﺪﻧﻴﺎ ﺭﺑﻲ ﻳﻬﺪﻳﻚ ,2017-12-25T19:01:06+0000 , https://graph.facebook.com/v2.11/134815143308923_637558726367893?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
hal ghoneya walet berasmi ki chekli dorthnina w enti mahbteteha ,2017-12-25T22:49:28+0000 , https://graph.facebook.com/v2.11/134815143308923_637558726367893?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
7altek tsa5ef sada9ni rabi ytoub 3lik ,2018-01-01T19:13:41+0000 , https://graph.facebook.com/v2.11/134815143308923_637558726367893?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻫﻬﻬﻪ ﻻﺑﺴﺔ ﺭﻳﺪﻭ ؟؟؟ ,2017-12-24T23:29:13+0000 , https://graph.facebook.com/v2.11/134815143308923_637067943083638?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺭﺑﻲ ﻳﺨﻠﻴﻠﻚ ﺟﺮﺍﺑﻌﻚ ,2017-12-24T16:49:32+0000 , https://graph.facebook.com/v2.11/134815143308923_636985359758563?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Etfouhe a3lik ,2017-12-23T20:43:56+0000 , https://graph.facebook.com/v2.11/134815143308923_636547223135710?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻣﻮﺳﻄﺎﺷﺔ ,2017-12-22T20:51:27+0000 , https://graph.facebook.com/v2.11/134815143308923_636087759848323?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Nés mwtit  3le el9ods o intim e teb3ouli fil 7keyet el fer8a ,2017-12-21T12:40:43+0000 , https://graph.facebook.com/v2.11/134815143308923_635379509919148?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
ﺳﻜﺘﻲ ﺩﻫﺮﺍ ﻭﻧﻄﻘﺘﻲ ﻋﻬﺮﺍ ,2017-12-20T20:51:58+0000 , https://graph.facebook.com/v2.11/134815143308923_635101043280328?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
Mamestek ,2017-12-20T19:09:57+0000 , https://graph.facebook.com/v2.11/134815143308923_635022406621525?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Ma5yib manadirhim ,2017-12-23T12:23:45+0000 , https://graph.facebook.com/v2.11/134815143308923_634953113295121?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ma kharjet hata ghnaya koul moughani machhour tedilou ghnaytou ,2017-12-20T18:47:53+0000 , https://graph.facebook.com/v2.11/134815143308923_634819323308500?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺣﺘﻰ ﺍﻧﺖ ﺭﻣﻴﺘﻲ ﺛﻌﻠﺐ ﻓﻮﻕ ﻛﺘﺎﻓﻚ ,2017-12-19T20:10:02+0000 , https://graph.facebook.com/v2.11/134815143308923_634596373330795?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
Bari ............. ,2017-12-19T16:44:22+0000 , https://graph.facebook.com/v2.11/134815143308923_634521856671580?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻣﺎ ﺃﺑﺸﻌﻚ ﺣﺎﺷﻰ ﺧﻠﻴﻘﺔ ﺍﻟﺮﺣﻤﺎﻥ ,2017-12-19T16:53:36+0000 , https://graph.facebook.com/v2.11/134815143308923_634521856671580?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
ﺟﻬﻨﻢ.ﺗﺴﺘﻨﺎ.ﻓﻴﻚ.ﻳﺎﻣﻨﺎﻝ ,2017-12-19T16:30:43+0000 , https://graph.facebook.com/v2.11/134815143308923_634507743339658?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻛﺜﺮﻱ ﺇﺩﻭﻳﺔ ﻣﻨﻊ ﺍﻟﺤﻤﻞ ؟؟؟؟؟؟؟؟ ,2017-12-20T17:22:17+0000 , https://graph.facebook.com/v2.11/134815143308923_634096763380756?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﷲ ﻳﻬﺪﻱ.. ,2017-12-16T10:43:40+0000 , https://graph.facebook.com/v2.11/134815143308923_632766040180495?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Be9it kan te8ani bari 3arsssi raki 3azouza ,2017-12-16T11:51:58+0000 , https://graph.facebook.com/v2.11/134815143308923_632766040180495?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , n
ﺭﺑﻨﺎ ﻻ ﺗﺂﺧﺬﻧﺎ ﺑﻤﺎ ﻓﻌﻞ ﺍﻟﺴﻔﻬﺎﺀ ﻣﻨﺎ ,2017-12-16T13:24:58+0000 , https://graph.facebook.com/v2.11/134815143308923_632766040180495?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻫﺬﺍ ﻫﻮ ﺍﻟﺒﺬﺥ ﻟﻲ ﺧﻼ ﺍﻟﻴﻬﻮﺩ ﻳﺤﺘﻠﻮﻧﺎ ,2017-12-16T16:20:01+0000 , https://graph.facebook.com/v2.11/134815143308923_632766040180495?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺟﻴﺎﺣﺔ  ﻛﻲ ﻟﻜﺒﻴﺮ ﻛﻲ ﺍﻟﺼﻐﻴﺮ ,2017-12-16T16:21:37+0000 , https://graph.facebook.com/v2.11/134815143308923_632766040180495?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺍﺣﻠﻰ ﺟﻮ ﻋﻨﺪﻛﻢ ﻓﻲ ﺟﻬﻨﻢ ﻭﺑﺌﺲ ﺍﻟﻤﺼﻴﺮ ,2017-12-16T17:21:21+0000 , https://graph.facebook.com/v2.11/134815143308923_632766040180495?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺳﺘﺮﻱ ﺭﻭﺣﻚ ﻭﻣﻦ ﺑﻌﺪ ﺣﻜﻲ ﻋﻠﻰ ﺯﻫﺮ ,2017-12-16T11:21:39+0000 , https://graph.facebook.com/v2.11/134815143308923_632765680180531?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻫﻬﻪ ,2017-12-16T12:23:00+0000 , https://graph.facebook.com/v2.11/134815143308923_632765680180531?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻭﺍﺵ ﻧﻘﻮﻝ ﷲ ﻳﻬﺪﻳﻚ ﻋﻠﻰ ﺍﺳﺘﺮﻱ ﺭﻭﺣﻚ ,2017-12-16T16:17:40+0000 , https://graph.facebook.com/v2.11/134815143308923_632765680180531?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺳﺘﻈﻠﻴﻦ ﻋﺎﻫﺮﺓ ﺍﺑﺪ ﺍﻟﺪﻫﺮ ,2017-12-15T14:35:53+0000 , https://graph.facebook.com/v2.11/134815143308923_632298156893950?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Me5yb7 tefja3 ,2017-12-15T12:28:46+0000 , https://graph.facebook.com/v2.11/134815143308923_632233453567087?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
lol ,2017-12-15T10:08:51+0000 , https://graph.facebook.com/v2.11/134815143308923_632182106905555?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻛﺎﻟﻌﺎﺩﺓ ﻣﺎ ﻓﻤﺎ ﺷﻲ ﺟﺪﻳﺪ ﺩﻳﻤﺎ ﺗﻮﺭﻱ ﻓﻲ ﺭﻭﺣﻚ ,2017-12-13T19:25:06+0000 , https://graph.facebook.com/v2.11/134815143308923_631342570322842?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺻﻮﺕ ﺗﺎﻋﺐ ,2017-12-12T18:44:24+0000 , https://graph.facebook.com/v2.11/134815143308923_630769090380190?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺗﺒﻘﺎﻱ ﺑﺎﻳﺮﺓ ,2017-12-07T18:14:45+0000 , https://graph.facebook.com/v2.11/134815143308923_628001503990282?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻳﻨﻌﻠﻚ ﺭﺑﻲ ﻳﺎ ﻣﺴﺨﺔ ﷲ ﻻ ﺗﺮﺑﺤﻚ ,2017-12-07T18:17:13+0000 , https://graph.facebook.com/v2.11/134815143308923_628001503990282?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻭﻗﺘﺎﺵ ﻋﺮﺳﻚ ﺧﻠﻲ ﻧﺮﺗﺎﺣﻮ ﻣﻨﻚ ﺍﻟﻐﻨﺎﻳﺔ ﺗﺎﺟﺮﺗﻲ ﺑﻬﺎ ﺍﻛﺜﺮ ﻣﺰﻃﻠﺔ ,2017-12-08T11:14:00+0000 , https://graph.facebook.com/v2.11/134815143308923_628001503990282?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Kiiiiiiiiiiit oooooooh ,2017-12-06T12:38:03+0000 , https://graph.facebook.com/v2.11/134815143308923_626784450778654?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻣﻨﺎﻝ ﺑﺮﺍ ﻗﺪﻡ ﻓﻲ ﻛﻨﻜﻮﺭ ﺩﻳﻮﺍﻧﺔ ﺧﻴﺮ ﻭ ﷲ ﻳﻘﺒﻠﻮﻙ ,2017-12-05T20:05:59+0000 , https://graph.facebook.com/v2.11/134815143308923_626881527435613?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺍﻧﺖ ﻭﻟﻴﺔ ﻭ ﺳﻮﺭﻙ ﻭﺍﻃﻲ ﻭ ﺗﻤﺸﻲ ﺑﺎﻟﻨﻴﺔ ﻭ ﺗﺮﻗﺪ ﻓﻲ ﺍﻟﺜﻨﻴﺔ 😂😂😁😁 ,2017-12-05T20:06:33+0000 , https://graph.facebook.com/v2.11/134815143308923_626881527435613?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻭ ﷲ ﺗﺴﻤﻌﻚ ﻧﻌﻴﻤﺔ ﺍﻟﺪﻳﺰﻳﺮﻳﺔ ﺗﻨﺤﻲ ﻟﻴﻨﺎﺕ ﻭﺗﻌﺘﺰﻝ ﺍﻟﻔﻦ ﻣﺮﺓ ﻭﺣﺪﺓ ,2017-12-05T22:45:04+0000 , https://graph.facebook.com/v2.11/134815143308923_626881527435613?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Tfi rohek ,2017-12-04T18:37:19+0000 , https://graph.facebook.com/v2.11/134815143308923_626280247495741?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺍﻣﺴﺦ ﻭ ﻋﺎﻫﺮﺓ ,2017-12-04T19:33:25+0000 , https://graph.facebook.com/v2.11/134815143308923_626280247495741?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Hani meni l'I texas wlh tzidni million l'I nemchilk y'a tiiiit ,2017-12-05T06:40:09+0000 , https://graph.facebook.com/v2.11/134815143308923_626280247495741?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺳﻴﺐ ﺭﻭﺣﻚ ﻭﻟﻴﺘﻲ ﺑﺮﻳﺘﻨﻲ ﺳﺒﻴﺮﺯ ,2017-12-04T18:25:39+0000 , https://graph.facebook.com/v2.11/134815143308923_626279094162523?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻣﻦ ﺍﻟﻤﻼﻫﻲ ﻟﺠﻬﻨﻢ ,2017-12-04T12:37:36+0000 , https://graph.facebook.com/v2.11/134815143308923_626099320847167?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻭﻗﻮﺩﻫﺎ ﺍﻟﻨﺎﺱ ﻭﺍﻟﺠﺤﺎﺭﻩ ,2017-12-04T13:45:12+0000 , https://graph.facebook.com/v2.11/134815143308923_626099320847167?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Takolha. inar.  Wahda. Hamla ,2017-12-04T13:08:54+0000 , https://graph.facebook.com/v2.11/134815143308923_626099320847167?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻭﻳﻨﻮ ﺑﺎﺑﺎﻙ ﻣﻴﺖ ,2017-12-04T15:11:21+0000 , https://graph.facebook.com/v2.11/134815143308923_626099320847167?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻣﻨﺎﻝ ﻭﻗﺘﺎﺵ ﻳﺨﺮﺝ ﺍﻟﻔﻴﻠﻢ ﺍﻻﺑﺎﺣﻲ  ﻧﺘﺎﻋﻚ ﻣﻊ #ﻛﺎﺩﻭﻳﻢ 😂😂😂😂 ,2017-12-03T20:30:36+0000 , https://graph.facebook.com/v2.11/134815143308923_625770127546753?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Taille xxxl hhhhh ,2017-12-04T15:32:07+0000 , https://graph.facebook.com/v2.11/134815143308923_626099320847167?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻋﻼﺵ ﻓﺎﻻﻣﺎﺭﺍﺕ ﺗﺴﺘﺮﻱ ﻓﻲ ﺭﻭﺣﻚ ﻭ ﺗﻮﻧﺲ ﺗﻌﺮﻱ ﻋﻠﻴﻨﺎ ﻓﻲ ﻋﺎﺭﻙ ﺷﻌﺐ ﺟﺒﺎﻥ ,2017-12-03T20:36:48+0000 , https://graph.facebook.com/v2.11/134815143308923_625770127546753?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Mamstk w ma5ybk ,2017-11-30T14:11:55+0000 , https://graph.facebook.com/v2.11/134815143308923_623655574424875?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Oilah miskina itsakafni    Pfffff😒😒 ,2017-12-01T05:28:35+0000 , https://graph.facebook.com/v2.11/134815143308923_623655574424875?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﺍﻭﻭ ﻣﺨﻴﺒﻚ ﺍﺧﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺖ ,2017-11-29T19:03:21+0000 , https://graph.facebook.com/v2.11/134815143308923_623174854472947?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Te5ou 500dinars w tfase5 rou7ek mch 5ir!! ,2017-11-29T19:05:58+0000 , https://graph.facebook.com/v2.11/134815143308923_623174854472947?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
ﻓﻠﺴﻄﻴﻦ. ﻳﺘﻀﺎﻣﻨﻮﻥ  ﻣﻌﻬﺎ. ﺍﻟﺮﺟﺎﻝ ﻭ ﻟﻴﺲ ﺍﻟﻌﺎﻫﺮﺍﺕ ,2017-11-29T09:36:04+0000 , https://graph.facebook.com/v2.11/134815143308923_622935024496930?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Jibti sid min wednou hhhhh ,2017-11-29T09:43:55+0000 , https://graph.facebook.com/v2.11/134815143308923_622935024496930?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
Bech mech tedamen ya manel m3a filastin b tiiiiiit neksinek houma ,2017-11-29T12:23:49+0000 , https://graph.facebook.com/v2.11/134815143308923_622935024496930?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
khiiiiiiiiiiit ,2017-11-28T16:23:31+0000 , https://graph.facebook.com/v2.11/134815143308923_622555801201519?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
El masstine ki yt9ablou m3a bėathhiom ,2017-11-27T17:07:44+0000 , https://graph.facebook.com/v2.11/134815143308923_621663501290749?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
je n'aime pas ,2017-11-26T20:54:42+0000 , https://graph.facebook.com/v2.11/134815143308923_621012511355848?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,n
