comment_text,date,url,sentiment
msalli annebi ala manoula ye tahfouna﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
محلاها﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
bravo. ya. 3sla. m7lek. inti. 1. chekli. chekla💋💋💋﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
m3alma﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
I love you﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
Ilove you manoula﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
bravvvvva😍😍😍😍﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
chekli chokla lalalala﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
يا الله  هههههههههه😅😅😅😄😄😄😄﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
نفرح كي نراك .....,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
Wo zeda enmot 3alik﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
تحية جزائرية إلى أشقائنا توانسة 😍😍﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
تهبل﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
تحية لتوانسا  حبابنا ديما هما يحبونا وحنا اكثر نموت على لهجتهم مثلا مزيان و ويجا  برشا تهبل جزائرية وافتخر﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
ملا منال تفتق بزبن﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
manel n7ebk ma7lek 3asoula﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
أغنية رائعة وكلمات خفيفة وانا كجزائري استمتع بالاغنية ونسمعها كل ساعة الصراحة تعمل جو اما الفنانة فهي غاية في الجمال وتشبه الفنانة ليال عبود﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
نموت عليك يا منال  الف بوسة  من عندي يا بنت الحلال باي فوفو من الجزائر﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
تحياتي منولة﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
حلوة﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
J'adore﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
Bravo manoula Wallah﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
Ena j'aiiime 3alkhrrrrrr ghnya mezyenaa funny﻿,1 month ago,https://www.youtube.com/watch?v=0jfmv-ldq5I,p
j'adore manal wawou tu beau cul  huuum﻿,2 weeks ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
ta7ya kbir likoum lkoul w 5asatan manel amara﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
btavo﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
ses bien et cool﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
n7ibik manola😘😘😘😘😘😘😘😘😘😻😻😻😻😻﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
nmout 3lik yamanel ya hilwa﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
mahlak manel chou.mahrouma ya hilwa﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
mahlak manel chou.mahrouma ya hilwa﻿,1 month ago (edited),https://www.youtube.com/watch?v=EcOsVDYHaWc,p
يا سر نحبك منال أنا ليند﻿,2 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
بؤ زينك محلاااااك﻿,2 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
Jaw ahla Jaw﻿,1 weeks ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
غنيت je t'aime خير من لارا﻿,3 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
Manoula tfata9 😍😍😘😘❤️﻿,4 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
Love you manel 😍😍😳😘😚😙😗😻😽﻿,1 weeks ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
منال تهبل😙😍😍﻿,5 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
mon reve ntla9a beha 😢﻿,1 weeks ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
منال اعمارة احنا من الجزائر نبغوك برشا﻿,6 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
منال اعمارة احنا من الجزائر نبغوك برشا﻿,1 weeks ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
wawwwww﻿,6 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
manoula y'a mizyana﻿,6 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
هههههههههههههههه. يضحك جدا جدا جدا﻿,6 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
manoula thbli 😍😘😍😘😍 nhbouk.﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
awel marra netfarj a3lih barnemj ou ma7leh﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
ma7lekm wlh﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
bravo el Kol le groupe﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
manoula dima 7lwa﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
dima mwahra manoula i love you😍😍😍😘😘﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
منال يعطاها زين﻿,6 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
hyetyyy ♥♥﻿,6 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
bellehi yeli inabrou 3la manoula n7b n9lkom osloulha wmba3ed a7kiw﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
belle منال زينة الحلقة﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
toujours tooooop sirtou manel amara hhhhhh mewah﻿,7 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
formidable﻿,7 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
تهبل﻿,5 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
manel ya 8alia﻿,1 month ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
mnola n7bk﻿,1 months ago,https://www.youtube.com/watch?v=EcOsVDYHaWc,p
واوووووووو بتجننننننننننن﻿,3 days ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
نحبك نحبك نحبك منال انا من الجزائر نحبك﻿,4 days ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
tooop Ms mannal super your fan from 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
تدي العقل﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
صوت الايقاع اقوى من صوتك منولة ...برافو على الاجتهاد﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
منولة ديما محلاك نحبك 😍❤﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
N7bek mnoula﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
sa7a manoula﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
sa7a manoula﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
Sa7a Manel w jaweb 3al Instagram﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
ma7lek﻿,1 week ago,https://www.youtube.com/watch?v=xpfDAVhzsAo,p
Good Mnwer ,2018-01-02T13:17:04+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ahla aroussa ,2018-01-02T13:17:31+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Caha manoullla ,2018-01-02T13:17:32+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
ﻣﻨﻮﻟﺔﻣﺒﻨﻚ ﻭﻣﺤﻼﻙ ,2018-01-02T13:18:08+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
hati bousa hhh ,2018-01-02T13:18:14+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ma7lik manoula bzzzzzzzzzz ana n7bik w nmout 3lik😘😍👏 ,2018-01-02T13:18:35+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Comment va notre artiste. ? ,2018-01-02T13:20:09+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
ﻧﻌﺒﻮ ﺯﻳﻨﻚ😘 ,2018-01-02T13:20:19+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
ﻣﻨﻮﻟﺔ ﻣﺤﻼ ﺯﻳﻨﻚ ﻭﺍﻗﺘﺎﺵ ﻧﻔﺮﺣﻮﺍ ﺑﻴﻜﻚ ﺧﺎﻥ ﻧﺘﻬﻨﻮﺍ ﻋﻠﻴﻚ ,2018-01-02T13:20:22+0000 , https://graph.facebook.com/v2.11/134815143308923_641657932624639?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Bouzenek ma7lek ,2017-12-31T17:16:17+0000 , https://graph.facebook.com/v2.11/134815143308923_640626052727827?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
ﻭﺣﺪﻙ ﺩﻳﻤﺔ ﻣﻮﻫﺮﺓ ,2017-12-31T17:22:23+0000 , https://graph.facebook.com/v2.11/134815143308923_640626052727827?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
B1 ,2017-12-31T17:26:17+0000 , https://graph.facebook.com/v2.11/134815143308923_640626052727827?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
bazaf chaba machaa alah. barah konti top ,2017-12-31T17:28:59+0000 , https://graph.facebook.com/v2.11/134815143308923_640626052727827?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Kol3am w enti bkhier hayatii 🎄🎁💐😚😚 ,2017-12-29T17:42:36+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Bonne annee manoula ,2017-12-29T18:08:41+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﻧﺸﺎﻻ ﻋﺎﻣﻚ ﻣﺒﺮﻭﻙ ﻣﻨﻮﻻ ,2017-12-29T18:08:52+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Mhlak ,2017-12-29T18:53:28+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
rawoaaaaaa ,2017-12-29T19:46:41+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
In7bek barcha bon années 2018 ,2017-12-29T22:31:43+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
ﻋﺎﻡ ﺳﻌﻴﺪ ﻣﻨﻮﻟﺔ ,2017-12-30T07:49:56+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
very nice ,2017-12-30T09:29:26+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Bone annee bb ,2017-12-30T13:27:28+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Hooooobbbbbbbbbyyyyyyyyyyyyyyyy nhhhhhbbbkkkk yeee ruuuhy alina w alikkkkk 2018 arani mizeyena kifekkk♥♥♥♥♥♥♥♥ ,2017-12-30T15:01:44+0000 , https://graph.facebook.com/v2.11/134815143308923_639572672833165?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Jaw kbir m3ak y1 manoula ,2017-12-29T18:09:39+0000 , https://graph.facebook.com/v2.11/134815143308923_639542129502886?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ma djinech makher #Manoula el Riviéra 😋😋😋😋 ,2017-12-29T23:00:20+0000 , https://graph.facebook.com/v2.11/134815143308923_639542129502886?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﻣﺤﻼﻙ ﺻﻴﺎﻱ ﺭﺯﺭﻓﻴﺖ ,2017-12-30T15:16:14+0000 , https://graph.facebook.com/v2.11/134815143308923_639542129502886?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Bon ,2017-12-29T14:22:02+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
 ,2017-12-29T14:22:52+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
mahlek ,2017-12-29T14:23:18+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﻋﺴﻮﻟﺔ ﻣﺤﻼﻛﻲ ,2017-12-29T14:23:27+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Waw   waw waw  thfouna ,2017-12-29T14:24:00+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Mahlk manoula ithabl ,2017-12-29T14:28:44+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
 ,2017-12-29T14:35:21+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﺇﻧﺠﻲ ﻧﻌﻤﻞ ﺑﻴﻚ ﺩﻭﺭﺍ ﻣﻨﻮﻟﻪ ﻛﺎﻥ ﺗﺤﺒﻲ ,2017-12-29T14:35:38+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Tft9 manolty ,2017-12-29T14:48:27+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ma7laki manola tabarak Allah 3lik ,2017-12-29T14:48:56+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Nemout alik ye hasel ,2017-12-29T14:54:41+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
 ,2017-12-29T15:01:34+0000 , https://graph.facebook.com/v2.11/134815143308923_639481309508968?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Manola 7abibity bmot fik 😙😙😙😙😍😍 ,2017-12-29T13:17:14+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Toooooooop\n....Manola...\n👍✔ ,2017-12-29T13:56:25+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Bisou Hobi belly dancer manel amara ﻣﺒﻨﻚ ﻭﻣﺤﻼ ﻛﺮﺷﻚ ﺃﻣﺎ ﻳﻌﺠﺒﻨﻲ ﺍﻟﻤﻄﺎﺭ ﺍﻟﻠﻲ ﻓﻲ ﺷﺒﺎﻙ ﺍﻟﺮﻭﺑﺔ ﺍﻟﺒﻠﻮﻥ ,2017-12-29T13:58:28+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ma7leek manel mnawra tjr ,2017-12-29T13:59:09+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Femmes bil7a9 Mich tha3louba ,2017-12-29T14:00:54+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ya waza ,2017-12-29T14:13:46+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﻳﺪﻭﻡ ﺍﻟﻈﺤﻜﺔ ,2017-12-29T14:31:02+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Wawwww jaw kbir m3ak ,2017-12-29T16:10:22+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Merci 3ala essahria ,2017-12-29T16:10:31+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ma princesse😍😍😍😍😍 ,2017-12-29T16:10:39+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
I love you baby ,2017-12-29T16:10:53+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﻫﺎﻱ ﺳﻼﻡ ﺍﺷﻨﻮ ﻛﻴﻒ ﻋﺪﺍ ﻣﺰﻟﻮ ﻳﺸﺘﻤﻮ ﻫﻚ ﺍﻟﺒﻐﻀﺎ ﺗﺒﻦ ﻟﻬﻢ ﻣﻨﺎﻟﺔ ﺑﻴﺨﻴﺮ ﺭﻏﻤﻦ ﻋﻨﻜﻢ .... ,2017-12-29T19:51:15+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﻻﺑﺎﺱ ﻋﻤﺮﻱ ﻻﺑﺎﺱ ,2017-12-29T20:52:08+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ta robe classe et chic ,2017-12-29T21:01:28+0000 , https://graph.facebook.com/v2.11/134815143308923_639449162845516?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Je veux mariage avec toi ,2017-12-29T02:49:03+0000 , https://graph.facebook.com/v2.11/134815143308923_639233052867127?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Hab  n3arss bik menoulti ,2017-12-29T02:49:37+0000 , https://graph.facebook.com/v2.11/134815143308923_639233052867127?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
ﺻﺒﺎﺡ ﺍﻟﻮﺭﺩ ﻭﺍﻟﻌﺴﻞ ﻳﺎﺍﺣﻠﻰ ﻋﺮﻭﺳﻪ ,2017-12-29T07:11:04+0000 , https://graph.facebook.com/v2.11/134815143308923_639233052867127?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Sbe7 lfol ,2017-12-29T11:09:30+0000 , https://graph.facebook.com/v2.11/134815143308923_639233052867127?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Trop belle ,2017-12-28T11:26:50+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Nhbek barcha ,2017-12-28T11:26:54+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Ah ,2017-12-28T11:27:15+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Tu es si existante ,2017-12-28T11:27:34+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Tu es si existante ,2017-12-28T11:27:37+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Nice pic ,2017-12-28T11:27:52+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e , p
Exitante ,2017-12-28T11:28:20+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
Assssssal manoula ,2017-12-28T11:29:31+0000 , https://graph.facebook.com/v2.11/134815143308923_638859889571110?fields=comments&access_token=135633287132095|0418ebbb9a5f93168ff465e68a58a45e ,p
