id,comment_text,category, source_url,date
UghOCJxEu2IhxngCoAEC,والله هذا وين رجع الفيلم مليح كي خرج بيرم بصح حبيتو يدير موقف وينسا حسنة مايكونش ياسر يمشي بقلبو لكن مزالت الاحداث تتبدل,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgixlpsrD3_F5XgCoAEC,رجع بيرم حيا المسلسل ,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjPhXSjlvmmCXgCoAEC,hadi awel mra ntfrj film tonsi foooor ta7iya mn alger likom 😊😀,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,2 months ago
Ugh295r02b0Br3gCoAEC,صحا فطوركم خوتنا تونسا و المغاربة تحياتي من الجزائر 😘😘😘😘😘,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggYRs1X3bhCp3gCoAEC,👍👍badr au tops👍👍👍💕💕💕💕👍نموت عليكم وعلى مسلسلاتكم,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugj9cwD6rZqNH3gCoAEC,بدر 💙💖💖💖💕💕💞💞💟💝💋😘😍,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugh03jThlPS6H3gCoAEC,balti sawto waaaw ❤❤❤,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UghjL8kfihBpOXgCoAEC,بيرم 😍,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UghwMD5pnR8hPngCoAEC,نااااااااااااار يا معلم 😍😍😍,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgiCPRwYqZbuPngCoAEC,ah ya badir za3ma rajil sayib 3lik,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggKn84Qj59qTHgCoAEC,ههه كل يوم حد يكل طريحة في المسلسل 😂😂,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgigsSlyJoMHh3gCoAEC,محلاه البيبي .. عاقبة ليا,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjN_xy1PL6pnXgCoAEC,ana maghrebia o ntfaraj fe had film raw3aaaa ke hama9 bezzefff tahia nas Tunisia rakom zaz,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjhssZSFTvfw3gCoAEC,"الله احسن مسلسل تونسي شفتو في حياتي . 
والناس لي تشوف فيه موش باهي للعائلة ويقولون عليه فيلم خامج . بالعكس فيلم فيه روح الخلق . شوفو بيرم ضرب بدر بكف بدر كان يعرف لقدر ومرجعلوش . وزيد ولاد موفيدة صحيح زطالة بصح عمرهم ماسبو امهم ولا ضربوها . هاذا الفيلم يبعث ميساج . رغم فساد المجتمع إلا أن العائلة تبقى متماسكة والأخلاق رائعة بين أفرادها . شكرا للمخرج شكرا للممثلين",positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugh_yq5dv_qgaHgCoAEC,صح فطوركم خاوتي  الله يقطع الحب وسنين الحب الي يذل الواحد وبيرم احسنواحد هو وبدر,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjgYE9BbPF89ngCoAEC,bader is like a boss :D,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugi6n0J8zwwJ13gCoAEC,ملا بيرم رجع و بقوة,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgijOLVuLkVqb3gCoAEC,😍😍😍بيرم💕💕💕✋✋😂,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggIlK731xeTO3gCoAEC,Awled Moufida,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgiOpoFJc0RkDHgCoAEC,malla irhebi fi mo5ou,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugiy5XHnXRUMnXgCoAEC,j'adore grave merci beaucoup pour cette série tooooop de tooooop,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgimyUfxueAm_XgCoAEC,😜😜😜,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjR4jtXoFlGFHgCoAEC,"واو ما اجمل  مسلسلاتكم اخواني التوانسة انا احب نونس بارشا بارشا تحية لكل الشعب التونسي  
اخوكم من تونس",positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggIM4NzVVrM43gCoAEC,👍👍👍,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UghvAd21H6dhpXgCoAEC,wow,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugi7GWrZeJAKBXgCoAEC,offfff malla 7al9a,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugjz_R3pH3Q7U3gCoAEC,wow,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugz5PURP0z_gvmrBXZ14AaABAg,semi fehri m3alm,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgyMLSQYwqGqXS05qFx4AaABAg,مسلسل اولاد مفيدة احسن مسلسل تفرجتو زدلنا حلقات خلينا نكملوه شوقتنا راك,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugw8xe4uLGdyxF6EmHx4AaABAg,بدر بدر انحبك و انموت اعليك تحيه جزائريه ليك افضل مسلسل,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgxKQ7KBuYnDVtI2mP94AaABAg,Bravo bader,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgzrA-PA30G-2IK3Np54AaABAg,je suis morte de rire beaucoup de problème dans mon cher Tunisie anchallah tous les anchallah on trouve solution de problème gens vont bien,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgzgNuVrfbkaXkPDsiJ4AaABAg,FOoOor bader,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgxIyhJsU99UrQJf1y94AaABAg,احلي مسلسل التونسي,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgyjiGonl_5v0hTXPzl4AaABAg,فيلم روعة  يكون فيه جزء رابع,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugxhnm9lVdtRA-OIoHt4AaABAg,مسلسل واقعي برشا مزيان صنع التونسي,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugw04Lk7dldw0fYQq-x4AaABAg,"فيلم هايل بأحترافية عالية تقلش عليك تتفرج في فيلم تركي ولا طلياني بردو توانسة
انا من الجزاير",positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugwh4mGT3VboCbMg9Ot4AaABAg,روعة,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgyeMtrEPzL59DJs8zp4AaABAg,Mella bader,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgwcpLXHpyP8KvkGdvJ4AaABAg,A7san  mousalsal  awled  moufida 😍😍😍😍😍😍😍😍😍😍😍,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgxF0AN6ktgRv4PiREN4AaABAg,bravouuuuuu👏👏👏👏👏👏chapeauuu👌👌👌👍👍👍🎓🎓🎓,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UghbQ9qSpbflCXgCoAEC,The best movie ever I like it so much,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjGT8EFBnR3yHgCoAEC,احسن مسلسل,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjJhta4QfUN-ngCoAEC,😀😀😀😀😀😀😀😃😃😃😃😃😃😃😂😂😂😂😂😂😂😊😊😊😊😊😊😊😆😆😆😆😆😆😆☺☺☺☺☺☺,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UgjPMNPi0j4piHgCoAEC,احسن مسلسل تونسي بدون منازع في التلفزة التونسسية,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugj6i0f3PTNcNngCoAEC,chapeaaauuuu sami el feehrii ... vraiment kcheef 3laa baarchaa 5maaj .. w waraa rouhou yaa3ref baarchaa fssed ama 5saaraa kolhaa theeb ken t3aab jiibhaa w maa yhemheech fi tounes w el mr7laa mta3 miziriyaa eli wosletelha ken jee kol we7edd y8iir 3laa  traab bledouuu wy7aafe4 3laa amlekhaa  raanaa  na4aarbou w naaser3ouu fi 3alam kemel ... rahou kol we7ed yebda fiére wa9teeliii y9oul #ENA_TOUNSI  ..ama allah 8aaleb blednaa ma l9aatech el rjeel yee9fouu 3lihaa w yheebouhaa w ysounouhaa kima bolden el fetetnaa bkol chay ... nchallah rabii yonsor bledna,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggMxFX4-zlEtXgCoAEC,حلوا. برشييييييييييييييي,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugg61tz6a5Pl9ngCoAEC,حلوا. برشييييييييييييييي,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggT-mAyo4LNvXgCoAEC,hayl,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
Ugg6I6rf2SHDyHgCoAEC, المسلسل ابداع ولله,positive,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,6 months ago
UggncKlaSplI1XgCoAEC,bravoo,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Uggo0O6-nQEMLngCoAEC,Pauvre Badr  !!,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggtN8z6onJ2F3gCoAEC,شكرا على مجهوداتك سامي الفهري..,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugh4co3SRMGCPXgCoAEC,J'espère qu'il y aura une saison 4 parce qu'il y a pleins de chose qui ne sont pas encore achevés. Sinon c'est ma série préférée ❤️,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugi5uH_1p7BDqngCoAEC,خسارة خلص المسلسل نحبببوه بزاااف بزززاف اروع مسلسل عربي صراحة أبدع سامي الفهري و الممثلين رايعيين خاصة بيرم و بدر chapeau bas !!!!!!  ,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgjyNtKqOzWkFngCoAEC,semi merci pour le plaisir c une fiction et la fin c celle que tu as choisi il faut rendre à César ce qu'il lui appartient bravo et surtout bravo à Nidal pour sa prestation de folie,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgiTO3ZilRXy3XgCoAEC,بدر هبل البنات مش بالزين بركة لا بالمخ والذكى والرجولة,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgiaZUs5m8IR4ngCoAEC,بدر شباااااب برشا,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggWZ9VC4sRro3gCoAEC,اقوي مسلسل 💪💪👍👍,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugiogp2RwrOg0ngCoAEC,pffffffffffff trop fort,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugjs1W55Lhqk3XgCoAEC,😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugg-MIP8Xe7A3HgCoAEC,bravo à toute l'équipe et surtout yassine ben gamra w nchalla ta3melou saison 4,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgiWpSg-vRloP3gCoAEC,"c'est la seule épisode que m'attire mon intention , comment dirais-je  c'est le beur du lait",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgjE2oRKB-lPaXgCoAEC,ANA 3jebni w 3ajbtni la fin,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgjmjH1DNbMtk3gCoAEC,"en faite how lmo5rej el dhkey ya3ref kifeh yorbet loumour mli7...  si el fehri  3amal types jdid , bablbez loumour lkol w zid 
 kamel balbezha fele5er 3la  5ater ashelou haka fi 3oudh ma  yestanbet 7aja postive w  ye9belha lmo5",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UghuQ6XqqpZkungCoAEC,rojla badr toop,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UghpKJ9e9Wpg1ngCoAEC,ولله نهاية روعة  لكن كن طولو حلقة اخرة,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggYXbI68QkiB3gCoAEC,فيلم زوين بزاااف نتبع فيه من المغرب,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UghmwGQonegNMngCoAEC,"انت ذكي يا سامي الفهري اما نهايات مسلسلاتك مفاجئت

ويمكن ماتقنعش برشت وباش يكون في بالك الجزء الثالث راك بلبزتووووووو. يااااااااااااسر",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggOlUL3xgDiWngCoAEC,ازح وفا,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgiMXgcrgkX-cngCoAEC,c'est pas sur que cherif est mort bande de con!!! bravo sami,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugh5aA5Rf_s443gCoAEC,💪💪💪,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UghWcesst-OH_XgCoAEC,هذي الحلقة الاخيرة ولا مزال .....جاوبوني يا جماعة,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggTWp3S9Lp_GngCoAEC,woooooow makench jozei 4,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgiVyG3Y3gt8bXgCoAEC,alah akbar kan nas (taiba) si chrif,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugj7ATE58bZJ6XgCoAEC,"tnajmou toghzrou lil mosalsil bi point de vue positive, illi hiyya , la7ram mouch behi , w 9ad maytoul lezim rabbi ytalli3 la79i9a w kol wehid bech y5allis fiddinya 9bal il a5ra..... merci SAMI pour ce feuilleton",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggkznFu2Z8WTngCoAEC,ياعمري عالموسيقى مالخر تفطق 😣😣😣😣😣😣,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UggPdy6dzR6TBngCoAEC,قوة تمثيل هشام رستم و ياسين بن قمرة والله برافو مسلسل طيارة بكل المقاييس من إخراج تمثيل ديكور برافو سامي الفهري نضال السعدي trop top,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgjV3XVRSUMlg3gCoAEC,نهاية متخلفة.. يحاسب في أمو وبوه على غلطة صارت في شبابهم رغم الي عملو كل شي باش يحميوهم و يساندوهم في حياتهم.,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
UgjUPfGaNtlGkngCoAEC,ملا سيناريو وملا إبداع كل حلقة يركز على حكاية معينة وينسى لحكايات آخرين.ومش فاهمة  علاه لبنات الكل عاملهم يتضربو في بدر.ولا شوف هاك النهاية يسخف الشريف جاي يحاسب فيه على حكاية ليها سنين وابقى هو سامح زياد الا اقتلو خطيبتو ادخلو للحبس ومانجمش يسامح بوه,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,6 months ago
Ugg4i5TIsoQQSXgCoAEC,هذا ما يجنيه الحرام احلاا شي في الدنيا الحلال  بدر قتل شريف خاطر ما يتصورش راجل غير بوه مع امو واعتبر سي شريف راجل غريب,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
Ugi3m2L3QEb5AngCoAEC,كرهت بدرلأنه قاتل,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UggwvLpC_mL_uXgCoAEC,choquée,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
Ugh2lJBZw9eoPHgCoAEC,أروع مسلسل تونسي سفتو في حياتي روععععععععععععععععععععععة اما خسارة خلاصو بدر لي قتل بوه,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UgjpN6uZcxawQ3gCoAEC,نهاية غير متوقعة ان شاء الله الرابع يكون باهي,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
Ugi0X-lkrVf6o3gCoAEC,"احلي مسلسل شفته في الفترة الاخيرة روعه يا توانسه 
مصري مر من هنا",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UghN_vNnctHirngCoAEC,yeser tayara awled moufida ,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UgicQ6KhC9F4gXgCoAEC,"حتى هو سي شريف شمجيبو باللهي ؟؟ بعد 20 سنا قالك نحب على ولدي نحب نسمع كلمة بابا ؟؟؟شنواا كان ينتطر معناها يعنقو ويبوسو منا ومنا ويقلو اشريلي شكلاطة؟؟؟ 
عرست وجبت صغار فالحلال قاعد تلوج على بزعة فرغتها 20 سنا لتالي فقالب غلطة حسبتها بونيطة وريحة بالك",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UgiCwEa9EnGrRHgCoAEC,chniya esmha el music li fi a5er el 7al9a ??,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UgiqPjVb_HbgI3gCoAEC,le scénariste ne lui  restait plus d'imagination le pauvre.😁😁😁😁😁.c'est nuuuuuuuuuuuuul.,negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UggokI2kszc-jngCoAEC,Lazem season o55a bourjouleya,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UghUU81o5_PXtngCoAEC,semi lfehri mo5rej tayara ama dima 3andou mochkel fnihayet,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
Ugjqt7eGklzNeHgCoAEC,"يا سامي يا فهري , كنت قادر دير 30 حلقة مليانه بالاحداث المشوقة،شبعنا ،خلينا نشبعو  ،علاش هكا يا لزح ...عندك 11 شهر و 15 يوم  متنجمش تعملنا 30 حلقة كي الناس الكل ؟  !! ابدا من توا ، خلينا نتمتعو اشبيك تبخل هكا !",positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UgiGm0J146QOBngCoAEC,Jebtou lmoussessel mlih mlih f lakher ka3bertouha .. une fin ma3andha hta ma3na ntouma twanssa taarfou ghir la violence la drogue la tristesse et toujours avec une fin qui n'a aucun sens pour moi..,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
Ugg8ARqxICbQOngCoAEC,مسلسل اولاد مفيدة احسن مسلسل رايته في حياتي كل من يعشقه يظغط لايك,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UggTqD7HzzFEWHgCoAEC,first of all,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UghTvFHXpqLPx3gCoAEC,first 😏,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
UghKEp3KgVQnMXgCoAEC,first from morocoo,positive,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,5 months ago
