date,comment_text,sentiment,url_source,empty_field
2017-12-24T09:04:43+0000,فاهمك يا استاذة نيتك طيبة اما نحتفلو بعيد الميلاد والا الفصح في تونس تعمل كاللي يحتفل بعيد زواج جارو بالظبط هههه يعني حاجة متخصوش و يتدخل فيها بالسيف مع التهنئة و المشاركة اذا استدعوك ويبقى مجرد رأي يلزمني وحدي,1,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542864842494743,
2017-12-24T09:06:03+0000,جميل عندما تجمعنا انسانيتنا...,1,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542866162494611,
2017-12-24T09:08:02+0000,الاحتفال بأعياد الميلاد شرك بالله العلي العظيم  لا جدال فيه,0,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542867115827849,
2017-12-24T09:11:12+0000,ليس غريب على من أنجبت أبو القاسم الشابي أن تنجب الفة بن يوسف,1,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542868692494358,
2017-12-24T09:17:59+0000,لم ارى اي تعليق منك على الامارات..لو فعلتها قطر راهو ما رقدناش من النباح متاعكم,0,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542872202494007,
2017-12-24T09:18:53+0000,روعة,1,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542872562493971,
2017-12-24T09:35:10+0000,Je t'aime,1,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542882559159638,
2017-12-24T09:40:55+0000,انت وينك وقتلي الامارات منعتكم باش تحطو ساقيكم في الامارات لا سمعنالك لا حس و لا خبر,0,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542885749159319,
2017-12-24T09:44:13+0000,جميل جدا !,1,https://www.facebook.com/OlfaYoussef2/posts/1542846365829924?comment_id=1542887269159167,
2017-12-11T12:36:07+0000,نهارك زين😊 نحس أنو التساؤل الوعضي هذا ليس حالاً ايمانيا كما يقول الصوفية بل حالاً مُتصنعًا.,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530116187102942,
2017-12-11T12:37:35+0000,نهارك زين,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530117033769524,
2017-12-11T12:40:57+0000,نهارك أسعد الأيام...خلقنا حتى لا نعرف!!!عبثية الحياة ؟؟؟و لكنها حلوة...,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530119153769312,
2017-12-11T12:44:32+0000,Omg! :o c'est la science :),0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530121347102426,
2017-12-11T12:51:29+0000,خلقنا حتى تكون خليفة ..من منا سيرتقي لهذه المرتبة خلال حيواته,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530126717101889,
2017-12-11T12:55:51+0000,نسبية المعرفة !,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530129363768291,
2017-12-11T12:56:30+0000,أنا أعتقد جازما أنّني أعرف كلّ هذه الأشياء التي ذكرتيها والتي لم تذكريها لأنني عرفت الله قبل أن أعرفها.,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530140047100556,
2017-12-11T12:59:34+0000,si si 😘😗☺,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530141950433699,
2017-12-11T13:04:25+0000,بالعلم تصل إلى بعض المعارف ، وبالعلم يزداد يقينك... فلا يستوي ألذي يعلم مع ألذي  لا يعلم...لقد شجعنا الله على العلم، وحثنا.... على عبادته  بالعلم...,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530145840433310,
2017-12-11T13:14:33+0000,وصباحك,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530154297099131,
2017-12-11T13:24:06+0000,سامحني دكتورة .كثيرا مايصاب الإنسان بالهلوسة .أظنك تتفلسفين . كل ماتحكينه من حكم الخالق والذي إكتشفه العلم وأكده.ما الجدوى من هذا التفلسف .شكرا على سعة صدرك دكتورة,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530162897098271,
2017-12-11T13:36:50+0000,من يصدق ان هذه المخلوقات العجيبة والثقفوت تعيش في تونس؟,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530173887097172,
2017-12-11T14:06:04+0000,الحقيقة التي هاجمها نيتشه في نقده للحداثة,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530197760428118,
2017-12-11T15:18:43+0000,جميلة,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530267353754492,
2017-12-11T15:54:57+0000,هههههها اهلا بيك يا سلطانة ، ومن يدعي معرفة كل الاشاء فهو لا يعرف اي شيء,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530296567084904,
2017-12-11T16:32:22+0000,"Maintenant JE SAIS, JE SAIS QU'ON NE SAIT JAMAIS ",0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530329647081596,
2017-12-11T17:01:56+0000,Je t'aime,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530355393745688,
2017-12-11T17:41:17+0000,!!!!!!!!!!!!!! هههههههههههههه بصراحة عندك الحق البرويطة كوخرتنا ، هاو قالو الارض مسطحة ! ربما لانى لا اعرف اين أنا .,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530391023742125,
2017-12-11T17:49:26+0000,من عرف شيءا فقد غابت عنه اشياء...,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1530405080407386,
2017-12-12T09:43:51+0000,قول صبحانك يارب,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1531094273671800,
2017-12-12T14:28:32+0000,حتى امثلتك فيها إيحاءات جنسية ... برا داوي ياسر مكبوتة,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1531318450316049,
2017-12-12T15:43:31+0000,فقل لمن يدعي في العلم فلسفة...حفظت شيئا وغابت عنك أشياء...,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1531391140308780,
2017-12-14T01:59:51+0000,ان جهلتي معرفة تلاقي البويضة بالحيوان فعليك بفتح كتاب القران و اياكي أن تقفي عنده بل عليك بفتح كتب الاطباء و العلماء حينها تجدين برهان قول رب العالمين فيما أصدقه كلام الاطباء و المفسرين و أن لكي حدود في الفهم فتعملي كيف تفهمين قبل أن تفسري فالتفسير من دون فهم حاله كحال النار التي لا تشعل فحم و أن بدى لكي الفهم واضحا لا تغرنكي خلاف ما فهمتي فحينها لن تدركي انكي في متاهة الضلال المبين بل عليك بقول من جعلك نطفة في قرار مكين ..,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1532848873496340,
2017-12-14T17:21:49+0000,الله جل جﻻله هو صانع كل هذا وكل شيء ونحن نعرف ونعلم وندرك ونصدق ونبلغه لمن جهله من الجهال، ومن الجاهلين والجهلة، ومن يجهلون رغم علمهم ومن يجهلون الناس قصدا...,1,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1533454506769110,
2017-12-15T17:02:06+0000,nahabek zebla ya hatbaet hahanam,0,https://www.facebook.com/OlfaYoussef2/posts/1530112337103327?comment_id=1534534373327790,
2017-12-16T11:14:58+0000,و ما قام به سيدك بن علي ... اسوء من هؤلاء مجتمعين,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535302219917672,
2017-12-16T11:15:51+0000,احبك في لله سيدة الفة ♡,1,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535303103250917,
2017-12-16T11:26:55+0000,فلتذهب إنسانيتك إلى الجحيم... لا تضامن مع اليهود الذين أقر الله منذ ثلاثة عشر قرنا أنهم أشد الناس عداوة للمؤمنين...,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535312386583322,
2017-12-16T11:28:29+0000,ومايقوم به دعاة الاسلام السياسى سيظل الأبشع عبر التاريخ,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535313509916543,
2017-12-16T11:31:09+0000,و بشاعة غزوة العرب لشمال افريقيا اين بقيت يا سيدتي ؟,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535315426583018,
2017-12-16T11:34:21+0000,انطلقت البشاعة من مخيلة ثوب القداسة و لم يكن لاديان الله اي دور في بشاعة من قام بها . أومن بالله و بالاديان في اصلها دون عمامة او بخور ...,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535318003249427,
2017-12-16T11:39:10+0000,نسيت اكبر هولوكوست  يحصل امام اعينيك ولكن للأسف مصابة بداء العمى   ٤٥٠ الف سوري قتل  بسب بشارون الاسد   العار و الْخِزْي ل كل علماني يساري  يدعي القيم والاخلاق والمبادىء   يدافع عن سفاح العصر,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535321253249102,
2017-12-16T11:41:38+0000,لكن المعرض لم يكن في وقت مناسب و انما كان عملية استفزاز و حتى لم يكن كذلك و هو مبرمج منذ مدة فقد أصبح استفزاز . لا يمكن قبول تبييض المجرم او تبرير ذلك بتاريخه المرير . . نتعاطف مع كل الضحايا لكن الشجاعة هو التعاطف مع الضحايا الحاليين . يمنيين سوريين  ليبيين و خاصة الفلسطينيين,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535322956582265,
2017-12-16T11:48:15+0000,ما حدث في المكتبة وطنية خدمة مجانية للصهاينة. ان شاء الله يكون غضب اللحظة الناتج عن قرار ترامب موش فعل قطيع ضال من المتسيسين,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535327016581859,
2017-12-16T11:54:55+0000,ما يقوم به الاعداء، له عدة تبريرات و تحاليل من طرف المؤرخين. لكن ما يقوم به حكام العرب تجاه شعوبهم، لم يستطع فهمه احد. هل الخيانة و الغدر متجذرة في دمائهم؟ ام حب الذات و العظمة المزيفة هي نتاج للتربية القائمة على ان الكل عدو، وجب اقصائهم مهم كانت السبل؟ التربية السليمة و الاحاطة الاجتماعية و سياسة عدم التجويع من شأنهم ان يخفضوا من تبريرات الخيانة و الغدر. فلا يمكن للكره ان ينمو في قلب مليء بالحب. احبوا احبتكم و احترموا عدوكم، فلا الحقد قادر على تغيير واقعكم و لا الكره قادر على تربية ابنائكم,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535331926581368,
2017-12-16T12:01:24+0000,بصراحة لا افهم قصد القزدلي في تنظيم معرض تضامن مع الهولوكست في يوم اندلاع الانتفاضة الفلسطينية الثالثة وفي ذكرى اغتيال الشهيد الزواري، ولا تبرّروا لي ان القصدلّي غبي ولا يفهم في سيميولوجيا التوقيت والحدث.,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535336453247582,
2017-12-16T12:14:36+0000,وما قام به المسلملون في الامازيغ  وفي ارمينيا. وفي مصر. ووووووووًً,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535344019913492,
2017-12-16T12:16:50+0000,وجود  للهولوكست. اصلا  راجع ما  كتبه. Rauger garaudy   في كتابه الاساطير المؤسسة لدولة اسرايل,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535345743246653,
2017-12-16T12:22:50+0000,بن علي أفضل برشة ملكوازي,1,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535350433246184,
2017-12-16T12:23:56+0000,Olfa à chaque fois que tu postes un pamphlet intéressant tu entraines un déluge de commentaires à faire vomir . Autant j'aime et j'apprécie ce que tu écris autant je déteste la quasi majorité des commentaires et qui dénotent de l'ignorance et de la stupidité de ceux qui les formulent,1,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535351199912774,
2017-12-16T12:32:49+0000,ما قاما بيه جوني أبشع من البشاعة,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535359063245321,
2017-12-16T12:34:37+0000,مثل مثل تونسي أقول الحجر ماتذوب و العاهرة ماتذوب يا صهيونيه,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535360876578473,
2017-12-16T12:36:04+0000,حياة الانسان مبنية على الصراعات لإثبات الوجود,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535362316578329,
2017-12-16T13:00:07+0000,"احدى طرق التطبيع و أخبثها هي أن تساوي بمنطق الانسانية بين ماسي الشعوب و بتعلة كلهم مظلومين ... سيدتي لا أتضامن مع شعبين "" كفرة "" تناحروا و تقاتلوا ( النازية و اليهود ) و لا أتضامن مع اليهود مهما كان قاتلهم",0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535382096576351,
2017-12-16T13:09:30+0000,"تي لا محسوب سائلين عليك إنت و على موقفك, إخرسي و أسمعي سمعتي الرعد",0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535390409908853,
2017-12-16T13:22:36+0000,وما موقفك ممن يعتبر ان المحرقة اليهودية هي من اكاذيب العصر ام انت تدخلينهم في خانة اعداؤ السامية,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535400779907816,
2017-12-16T13:33:42+0000,ما قام به بورقيبة تجاه اليوسفيين ابشع من البشاعة  ما قام به بورقيبة في حرب بنزرت تجاه الشباب العزل ابشع من البشاعة  هل انت إنسانة يا الفة ؟ هههههه,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535409383240289,
2017-12-16T13:39:02+0000,لو كان القزدغلي محسوبا على الاسلاميين لرأينا كبد الشعبوية معلقة بجدار صفحتك.. ما دون ذلك فهو مراوغات كلامية مفضوحة.,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535413766573184,
2017-12-16T13:39:03+0000,لم تعط رايك تجاه ما قام به بن علي وشركائه من الأمنيين والإعلاميين واشباه المثقفين من المساندين له ولسياسته إما بالفعل او السكوت...وأظن انك كنت على الأقل من الساكتين,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535413796573181,
2017-12-16T13:39:14+0000,من سبب الحروب العالميه هما اعداء البشريه,0,https://www.facebook.com/OlfaYoussef2/posts/1535298946584666?comment_id=1535413996573161,
2017-12-18T11:30:35+0000,بلاد بكلها في حيط و انت سعيدة ؟ و الله تقلي شامتة فيهم نفهمك اما سعيدة تولي قلبك ميت و ما تحسش,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537354236379137,
2017-12-18T11:36:50+0000,و نحن نشاركك هذه السعادة .. جرح 2014 و غدرهم لنا و غدرهم لدماء بلعيد و البراهمي و نقض و سقراط و خالتي زعرة أم الرعاة المذبوحين .. هذه الدماء لن تجف حتى تستأصلهم على بكرة أبيهم .. و رغم أن البديل ليس أفضل منهم ( الحراك..و الشعبويين)  و لكنه قد يكون بداية فجر تونسي حقيقي,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537358843045343,
2017-12-18T11:39:42+0000,pizza mexicaine,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537360453045182,
2017-12-18T11:50:07+0000,و نحن سعداء لسعادتك,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537367153044512,
2017-12-18T11:50:37+0000,الي متأكدين منو أنك سعيدة برشا ههههههه,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537367936377767,
2017-12-18T12:08:14+0000,الرداءة..تاخذ البلاد نحو الهاوية!,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537382516376309,
2017-12-18T12:11:06+0000,بلاد يحكمها جهلة و حمقي و مرتزقة! كل شيء قابل للبيع والشراء...الا دماء الشهدء ستبقي تلاحقهم ...وتلعنهم!,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537384569709437,
2017-12-18T12:15:25+0000,"Inchallah hal cochmare yetna77a 3ala bledna ,elyoum 9bal 8odouwa , inchallah ya rabbi .",0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537388003042427,
2017-12-18T12:25:10+0000,سعيدة قراج ههههه,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537397096374851,
2017-12-18T12:33:03+0000,اهذه شماتة ام شعور بالعبثية ؟؟؟ هل تشمتين في الفقير المقهور ام في اشباه القادة والمثقفين الذين نصبوا انفسهم اولياء على هذا  الشعب المسكين !اللهم لا شماتة  ! وان بعد العسر يسرا !,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537403246374236,
2017-12-18T12:35:37+0000,و اكيد موش سعيدة لفوز العياري ،  #ياسين_العياري_يامعذبهم,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537405409707353,
2017-12-18T12:51:15+0000,رغم التشويه و الكذب ياسين العياري مرشح المرزوقي ينكحهم و يفوز بمقعد المانيا  في انتظار انتخابات 2019,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537417263039501,
2017-12-18T14:45:11+0000,و اكيد انك حزينة و تندب فيهم يا عاهرة على خاطر ولد الشهيد العياري غلبكم يا انذال يا اوساخ,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537518049696089,
2017-12-18T14:45:12+0000,تحلمين بالسعادة ولكن بحول الله لن تراها,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537518063029421,
2017-12-18T16:09:39+0000,عملية تصبيرية يائسة..ورائحة حروفك تحكي وجع من فوز ياسين الثوري البارحة...  ادخري دموعك لانتخابات 2019 ستكون لك القاضية  #عقدتك_ااثورة,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537622433018984,
2017-12-18T16:53:29+0000,سعيده بانتصار بشار؟؟؟,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537651283016099,
2017-12-18T17:49:19+0000,نتساءل فقط عن ٱلزّمن ٱلاّزم لِإصلاح ما أفسدوه,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537689579678936,
2017-12-18T18:06:35+0000,نحس سعادتك من نوع إن لم تستطع منع الإغتصاب فحاول أن تستمتع به ههههع,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537699863011241,
2017-12-18T19:17:47+0000,سعادتكي سيدتي سعادة مؤقتة اما السعادة الكبرى فابشري ستكون بمناسبة انتخابات 2019,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537743949673499,
2017-12-18T20:05:30+0000,الأكيد انو الشعب  لم يبلغ مستوي وعي  الي الان و لن يبلغ ذلك مازال يقدس الأشخاص  و يتباهى بهم  كل السياسيين  و مرتزقة السياسه  ليسو  إلا خدام  لهذه البلاد  لكن المعايير انقلبت  و أصبحت البلاد  في هدمت السياسيين و رفلهيتهم.  كل النخب السياسية  مفلسه  و تستند إفلاسها  من إفلاس  شعبها الجاهل.  الإناء  ينظخ  بما  فيه.  واصل في السب و الشماته  و النتيجه  تعيشها بدون لن تعو,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537773813003846,
2017-12-18T20:42:57+0000,Je t'aime,1,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537795003001727,
2017-12-18T21:29:46+0000,ان شاء في رأس كل من يبشر بالخراب و الدمار..وأكيد سيحترق كل من يبشر بالدمار والخراب.,0,https://www.facebook.com/OlfaYoussef2/posts/1537351803046047?comment_id=1537825069665387,
