comment_text,date,source_url
"Vu à la télé, Vu en réalité, vécu en Tunisie : la libéralisation de l'audiovisuel une quête de qualité ""produit"" non pas des grilles et programmes ""clonés"". Le fibre optique, câble, le net mobile sont des solutions techniques qui exigent une concurrence à l'Internationale dans ""un monde qui deviendra un quartier"". En un, les chaînes radiophoniques tunisiennes privés fortes en audimat méritent places au TNT. En deux, priorité éducatif, loin des vocations propagandistes, une chaîne française et anglaise doivent figurer dans le bouquet de Télévision Numérique Terrestre  tunisien. L'EuroNews, Rai1, TV5 monde, BBC, DW se voient prioritaires comme chaînes du service public plus correctes en sureté informative. En trois, C'est la meilleure façon de limiter la ""pollution"" dite urbaine avec les antennes paraboliques non pas avec des taxations ""municipales"" non concluantes. Désormais, le citoyen tunisien devient exigeant et d'un goût développé à dire raffiné.   En quatre, à substituer une totale migration idéologique, Les pays du Golf ont bien développées des chaînes variées modérément contrôlés. Ainsi l'expérience de nos voisins du Grand Maghreb fréquence Hotbird à citer Canal Algérie, 2M et Medi1 (Maroc) démontre une bonne action motivant directement ou indirectement les affaires étrangères en vitrine l'économie lieu. En cinq, coté communication politique nationale, le lancement d'une chaine tunisienne franco-anglaise est de l'ordre du jour. En appui la réussite de RTCI et les JTF JTAnglais sur canal 7 et 21. L'attraction des étrangers, résidents, au quotidien du Bled d'un coté et nos expatriés à l'étranger sera bien renforcée. Télévision Tunisienne Chaine Internationale (TTCI). C'est l'idée. Le bon concept demandera une étude projet et certainement des essais. Autrement, à chacun ""ses"" télécommande[s] pour zaper. C'est tout. Bade Vu à la télé, Vu en réalité, vécu en Tunisie : la libéralisation de l'audiovisuel une quête de qualité ""produit"" non pas des grilles et programmes ""clonés"". Le fibre optique, câble, le net mobile sont des solutions techniques qui exigent une concurrence à l'Internationale dans ""un monde qui deviendra un quartier"". En un, les chaînes radiophoniques tunisiennes privés fortes en audimat méritent places au TNT. En deux, priorité éducatif, loin des vocations propagandistes, une chaîne française et anglaise doivent figurer dans le bouquet de Télévision Numérique Terrestre  tunisien. L'EuroNews, Rai1, TV5 monde, BBC, DW se voient prioritaires comme chaînes du service public plus correctes en sureté informative. En trois, C'est la meilleure façon de limiter la ""pollution"" dite urbaine avec les antennes paraboliques non pas avec des taxations ""municipales"" non concluantes. Désormais, le citoyen tunisien devient exigeant et d'un goût développé à dire raffiné.   En quatre, à substituer une totale migration idéologique, Les pays du Golf ont bien développées des chaînes variées modérément contrôlés. Ainsi l'expérience de nos voisins du Grand Maghreb fréquence Hotbird à citer Canal Algérie, 2M et Medi1 (Maroc) démontre une bonne action motivant directement ou indirectement les affaires étrangères en vitrine l'économie lieu. En cinq, coté communication politique nationale, le lancement d'une chaine tunisienne franco-anglaise est de l'ordre du jour. En appui la réussite de RTCI et les JTF JTAnglais sur canal 7 et 21. L'attraction des étrangers, résidents, au quotidien du Bled d'un coté et nos expatriés à l'étranger sera bien renforcée. Télévision Tunisienne Chaine Internationale (TTCI). C'est l'idée. Le bon concept demandera une étude projet et certainement des essais. Autrement, à chacun ""ses"" télécommande[s] pour zaper. C'est tout. Bader Kedidi.",2017-02-14T01:27:29+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1399423656795013/?type=1&theater
يا سامي يا ولد علاء راك قهرتنا إنت ونوفل ولد سمير الفافي قناة دعارة هيا وقناة 9 متع مهبول إن شاء الله تلقوه في صغاركم يا ولاد الحرام,2017-02-05T00:42:26+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1399423656795013/?type=1&theater
سامي الفهري ويني خدوجة بنتك ؟ ليها وحشة فما كان حاجة قديمة نحبوا علي حاجة جديدة نراو سلعتها كيفاه ولات عنا مدة ما رينا شيئ و أنت حبيبنا ترفه في الشباب التونسي تي حتي بساج ولا كابتير صغير و كان فما زوم ميسالش لولاد الكل يستناو,2017-02-10T18:33:25+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
nk,2017-02-06T09:15:25+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1399423656795013/?type=1&theater
Plutot fthaya7 tounsia 😠,2017-02-04T16:24:21+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
maw mridh yheb yesma3 fdhaya7 nas hhh,2017-02-04T16:40:27+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1399423656795013/?type=1&theater
البرنامج هذا بيت دعارة والله,2017-02-04T16:30:59+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1399423656795013/?type=1&theater
عايلة ممتدة كلها سلبيات في وقتنا هذا.. قبل دنيا رخيصة نلبسو بإلي جاب ربي و ناكلو بإلي كتب وتوة اعيادناو مناسباتنا كثرت و صغار تحلت عيناهم و احنا بيدنا ما نرضاوش لصغيرنا يتربى ناقص حاجة,2018-01-02T10:50:56+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
العائلة هي شرف الانسان و عرضه...لا تعطوا فرصة الى هذا المتصيهن لكشف اسرار خاصة.فهو بهذا الاسلوب الخبيث سوف يحاول ادارج مواضيع اكثر حساسية مثل العلاقات الحميمية و كل من مرة تقع المعاشرة بين الزوجين في الاسبوع...نعلة الله على اعلام العار و الدمار...,2018-01-02T12:53:38+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
العائلة الممتدة حسب وجهة نظري كلها سلبيات والسبب هو تدني المقدرة الشرائية للمواطن التونسي وخصوصا كي اكونو في ريف او شهرية شوي انا عشت مع خواتي 7 و بعد مرضت امي بالكونسار وبابا عاود عرس و جاب 3 اخرين . نسكنو بالريف بابا غير قادر باش اوفر لينا مصروف او ابسط ضروريات . هذا الي لزني نبطل وانا وصلت 2 جامعة و خواتي اصغر مني  باش ابطلو ومن فوق نسكنو في جبل . الحياة معادش ساهلة كيف قبل باش اجيب وكدس . الحياة صعيبة واخيب حاجة تشوف عايلتك محتاجة ابسط حاجات وانو احلامك ضاعت وانك ضحية ظروف قاصية انت ما خترتش تكون فيها . بعد امي بقالي بابا واخوتي الي ما نطلب من ربي كان نفرحهم ونوفر ليهم ابسط حاجات باش اعيشو . عمرنا ما نمدو يدنا ونقولو اعطونا ناقفو ونطيح  وربي ما يضعناش .,2018-01-02T13:24:05+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
بربي شكون الي يعطي فيكم المواضيع متاع كل جمعة مثلا جمتة سب تركيا وجمعة سب النهضة وجمعة سب المرزوقي حتى للجمعة لخرانية طحين مركز للباجي والشاهد,2018-01-02T14:55:06+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
آسامي الفهري نحب نعرف شكون الي يعطي في الاوامر للقنوات الكل مثلا القنوات الكل تعمل اسبوع سب للمرزوقي وبعد اسبوع عالنهضة والارهاب وبعد اسبوع سب سهام بن سدرين ثم كذا وكذا حتى لين وصلنا لاسبون الطحين للباجي والشاهد شكون بربي الى يقوللكم هكا,2018-01-02T14:53:04+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
"Pourqoui Sami Fehri est entrain ces derniers jours de ridiculiser des stars tunisien
es indirectement á travers des NULS comme Salem Monsieur. Est ce qu´il se rend compte qu´il est entrain de mettre en doute beaucoup de valeurs. Migalo et d´autres doivent ëtre traités autrement. Est ce que c´est ton niveau Sami Fehri? ou tu peux faire mieux sans Salem Monsieur ... l´humour neveut pas dïre utiliser des NULS pour ridiculiser les Stars et les gens qui travaillent et qui produisent.",2018-01-02T16:23:31+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
طول.حياتك.تجري.كان.علي.  الفلوس.تحب.تملك.الدنيا.... و.تتسحر.بالاخرة.ما.يكفيش.. الي.عندك,2018-01-02T13:11:07+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
عيشو كونت دراكول  ، مصو الدم يا  ولاد القحبة ، في الوقت  هذا ما  فما حد  بش يأخذ  حقو  وانا على يقين,2018-01-02T14:50:12+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
دائماً يلوجوا في السلبيات لضيوفهم شيء غريب,2018-01-02T10:19:48+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
هاذي إسمها البانون تاكل المال وماتخليش فلس واحد,2018-01-02T11:09:01+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
لا تنسى الاية القرانية.....ابناؤكم. واموالكم عدو لكم........!,2018-01-02T14:07:22+0000,https://www.facebook.com/EttounsiyaTV/photos/a.142319959172062.29461.136462473091144/1832062303531144/?type=3&theater
اللي يختار في هل مواضيع شيطان مكشوف علي حالو,2017-12-28T19:59:43+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
alah yn3lkm tounc ana mn laljiri,2016-11-27T21:06:03+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
بالله شكون مسؤول على البرمجة. Normalement غدوة  début de semaine و نهارة إثنين واحد ماذبيه يضحك و يتفرهد ببرنامج أمور جدية و نهارة الثلاثاء عدوا حكايات تونسية.ça sera bcp plus mieux,2016-11-27T23:45:02+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
"Les idées de Samy Elfehri sont les meilleures et uniques . Hhhhhhhhhhhhhh. (Je n'aime pas cette personne). Il a attendu longtemps après la mort de Jean-Luc Delarue Allah yarhemou pour faire copier de l'émission ""ça se dispute"" sur france2 et la coller dans sa chaîne el7iwar ettounsi. Ayayaya. En tout cas il n'a pas sorti de ses habitudes: regarder les tv étrangères et faire pareils, copier coller. Sinon, en comparant cette émission à celle de 3alaa Echabi c'est que les invités de samy ont passé par le salon de coiffure pour le maquiage, les cheveux et autres, et ceux de Alaa sont spontanés, naturelles...  en tout cas bon courage",2016-11-28T23:16:32+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Falga brjoleya,2016-12-01T14:06:45+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
مواصلة للحملة العالمية المفبركة لضرب بعض الشخصيات السياسية واتهامهم بالتحرش خصوصا المفكر الاسلامي طارق رمضان ، انخرط قناة الخوار التونسي في هذه الحملة كعادتها !!!,2017-12-18T21:00:29+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
حكايات خمج وعهر و فساد...تفوه عليكم,2017-12-18T20:51:25+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
ملا فضايح,2017-12-18T20:50:54+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Wla fama mawthou3 yasla7...lkola ken 3azne wl5maj,2017-12-18T21:00:40+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Chfama 3lach almawdou3,2017-12-18T20:52:55+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
التحرش.موضوع ليس له نهاية,2017-12-18T22:41:47+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
يعطيك عصبة يا #سامي فهري مبون,2017-12-18T21:11:24+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
فيها نيك لحكاية ؟؟؟؟؟,2017-12-18T20:57:11+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
اللباس الفاضح من اكثر اسباب التحرش لا تقلي لا شعب مكبوت جنسيا لا كلام بلاتوات ....ان كان المناضر و العراء الي نشوف فيه حرية فالاغتصاب واجب يا سادة,2017-12-18T20:38:20+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
تحكي ع التحرش يا سامي ولبارح مرتي زينب عديتها ع الماكينه متاعك و تحت الزاوره 😡,2017-12-18T20:30:53+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
حتى هو الراجل مسيكن تلقاه وين ما يدور براسو يشوف كان في الترم و البزازل,2017-12-18T20:59:05+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
شعب منافق والكل كذب المرأة كي تحترم روحها والله لا من يتجرأ يتحرش بيها والقسم بيد الخالق,2017-12-18T20:44:46+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
"Berasmi c choquant...! Tawa sbab ta7aroch walet l ghalta mtaa l bneet... Se3a premièrement fama rjeel yet7archouu bihom, yelebsouu 9siir zedaa adhoukom? Ti ma 5alew la hayawanet la sghar mtaa 3ans laa 3zeyez 80 ans winti mazelet t9olii 3ree?! Deuxièmement, hiya ghalta w ma 7a9heech lebset akeaa, nemchii m3aak :) ...fama ghirek chefha w ma 3mal chay, dc l ghalta mil mentalité l fesda mte3ek, w quelque soit rajel wala mra raw 😉",2017-12-19T10:09:49+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
حكايات امي سيسي رجعيلي بعيبيصي نحفل بيه نهار العيد و نرد هولك ؟ سرك في ماجل و شبعة هجاجل و يسقصي فيهم راجل!!!,2017-12-19T05:39:00+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Sade9ni ken choft mawghou3 3la nes fo9ara wma3andhomch 3cha 5ir meli 9alou ta7arech,2017-12-18T22:01:01+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Bellehi ou brabi ya sami el fehri hedhi elli titkellim tawa ken jet mou7terma rou7ha meyssirich heka w dhaher min lebssetha,2017-12-18T20:33:16+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
حكايات كي ترمكم حاصيلوا يا قناة العار,2017-12-18T22:22:35+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
ولهي يا سامي حرم عليك,2017-12-18T20:58:20+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Ech kther nik,2017-12-18T21:10:28+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
شنوة موضوع,2017-12-19T05:03:57+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
حكاية امك الفاجرة لعنة الله عليكم وعلي كل من يتابع فيكم,2017-12-18T20:56:17+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
قداش تحكي يا سامي الفهري,2017-12-18T21:00:17+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
Brabi a3mlouna barnamej elmouwaten fi mouwajahet esiyassi taw tchoufou inou echa3b mtha9ef w ya3ti el7ouloul 5ir mi eno5ba mta3 tunis.,2016-11-26T09:37:39+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
brabbi chnia hazzebla elli t3addiou fiha  men wa9tach echawadh wallat tetetra7 oumourhom fi itar 3a2ilimen wa9tach zina el ma7arem yo3tabar dhahra metfachia fi touneschnoua hal narcissisme 3and hallemmarek  a3tihom yodhrou mosli7ine whouma mo5arribine na3 zabbour ommkom el 9a7ba,2017-01-30T22:14:14+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
بربي اخطكم من التمنيك وبر شوف الشباب وين وصلو يسرقو ويخطفو يزيكم من ظربن لحنك وشوف حلا لشباب,2017-02-01T10:32:16+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=1&theater
ok sami,2016-11-26T09:29:25+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
برنامج هذا و الا شنوا ?,2016-11-26T09:29:27+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
مصائب تونسية في حكم النهضة والنداء,2016-11-26T09:31:51+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
زبالة ريحتها طلعت,2016-11-26T09:53:28+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
كيما toute une histoire على tv5,2016-11-26T10:10:45+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
هكه تو باهي نرجع نتفرج على قناتي المفضله,2016-11-26T09:45:14+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
برنامج نسخة من برنامج اسمو احمر بالخط العريض,2016-11-30T07:18:56+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
هذا الممثل,2016-11-26T10:04:03+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
Brabi ach mezelet men 7keya ba3d had lkol,2016-11-26T21:51:54+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
Sami lfehri men akber lmout7aylin,2016-11-26T22:00:26+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
tar7 mouadab lil mawthou3 doun ibtithal aw moyou3a,2016-11-29T13:22:58+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
عندي ما نفضحك في حلة جديدة فكرة سامي #العهري :poop:,2016-11-26T17:57:46+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
فكرة سامي الفهرى,2016-11-26T09:27:54+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3&theater
Zina Elgasrinia etait tres tres vulgaire pas de Niveau .....,2017-01-09T22:27:18+0000,www.facebook.com
9anet l fdhaye7,2016-11-26T10:40:56+0000,www.facebook.com
شنيا موضوعو,2016-11-26T09:36:56+0000,www.facebook.com
Sémi Fehri yétzabar 3lina ! barnemej Tefeh,2016-11-29T13:46:39+0000,www.facebook.com
برنامج فاشل جدا....محاولة فاشلة لتغطية غياب برنامج علاء....,2016-11-29T08:35:42+0000,www.facebook.com
هذا من اول حلقة الهايكا بش تبلوكيه .. نتصور هكا,2016-11-26T09:45:57+0000,www.facebook.com
Billehi ya sami 3awdilna hikayet tounsia la boulimie,2017-01-08T15:20:15+0000,www.facebook.com
w9ayet l ri2esa w9ayet,2017-01-18T13:11:10+0000,www.facebook.com
أحمر بالخط العريض نسخة تونسية,2016-11-29T17:49:33+0000,www.facebook.com
Uj,2016-12-10T08:56:56+0000,www.facebook.com
😡😡😡😡😡😡😡😡😡😡,2017-05-04T11:36:54+0000,www.facebook.com
👎👎👎👎,2016-12-03T08:57:06+0000,www.facebook.com
كان برنامج بنفس الاسم على الوطنية الثانية تقدمه فاتن الوسلاتي قداش كان يعجبني خسارة ماعادش في  عوض امور جدية الماسط ان شالله موش تافه  بركة,2016-11-26T14:45:46+0000,www.facebook.com
hata mharma wtetnebz bilalkeb,2016-12-17T21:21:35+0000,www.facebook.com
"Ma fhemt chay,chnoua litbaddel wechnouwa lib9a?!!!!",2016-11-26T10:16:32+0000,www.facebook.com
أسقط برنامج و طريقة طرح و تعامل رخيصة و مبتذلة هدفها اﻷسمى تجاري بحت لرفع نسب المشاهدة بشتى الوسائل و لو وصلت حد اﻹسفاف و اﻹثارة و اﻹستغناء و إستبطان الغرائز.,2016-12-16T18:59:18+0000,www.facebook.com
"يا سامي انت رخيس ,,,, برنامجك هابط ,,,, شوهتو صورة المرأة التونسية ,,, شفت الحصة تاعك كاملة ,,,, عار كبير ,,حتى في برنامج دليلك ملك ,,, عندك غير القاحيب تعمل بيها حصص ,,, تسترزق من وراءهم ,,, شوهتوا صورة تونس و التونسيات ,,, علاش سيبوك من الحبس ,,, إن شاء الله تولي ليه باش يتهنى الخلق منك و من الفساد الدي تنشرة ,, ,, نحب نعرف منين جبتي القاحيب و عملتي بيهم حصص ,,, شحال خلصتيهم ,,, الهدرة تاعكم كاملة هابطة في الزبل ,,, قاعدين تفزدوا في عقلية النساء و البنات و تشجعوا في عقوق الوالدين ,,رخيسة لجات تهدر في أمها ,,, مهما كان راهي أهمها le linge sale se lave en famille, الكلام طويل ,,, نحبس هنا,,  تحدير مبقناش نشوفوك في التلفزة ,,و كلمة لطبيب روح تخدم ع روحك  في CABINET تاعك و ستر عار الناس راك طبيب مبقيناش نشوفوك في التلفزة , خماج .",2016-11-30T14:00:29+0000,www.facebook.com
"يا سامي انت رخيس ,,,, برنامجك هابط ,,,, شوهتو صورة المرأة التونسية ,,, شفت الحصة تاعك كاملة ,,,, عار كبير ,,حتى في برنامج دليلك ملك ,,, عندك غير القاحيب تعمل بيها حصص ,,, تسترزق من وراءهم ,,, شوهتوا صورة تونس و التونسيات ,,, علاش سيبوك من الحبس ,,, إن شاء الله تولي ليه باش يتهنى الخلق منك و من الفساد الدي تنشرة ,, ,, نحب نعرف منين جبتي القاحيب و عملتي بيهم حصص ,,, شحال خلصتيهم ,,, الهدرة تاعكم كاملة هابطة في الزبل ,,, قاعدين تفزدوا في عقلية النساء و البنات و تشجعوا في عقوق الوالدين ,,رخيسة لجات تهدر في أمها ,,, مهما كان راهي أهمها le linge sale se lave en famille, الكلام طويل ,,, نحبس هنا,, تحدير مبقناش نشوفوك في التلفزة ,,و كلمة لطبيب روح تخدم ع روحك في CABINET تاعك و ستر عار الناس راك طبيب مبقيناش نشوفوك في التلفزة , خماج .",2016-11-30T14:18:47+0000,www.facebook.com
