comment_text,emotion,date,url
يا خي كيفناه نعرف الpoints cadeaux متاعي ، و شنو انجم نشري بيهم ؟,positive,2017-12-31T14:46:40+0000,https://www.facebook.com/298166859034_10155968427169035
"la bonané la chay
7assnou fel service mte3kom
el debit mte3i dima 2mb alors que ena 4mb",negative,2017-12-31T14:20:01+0000,https://www.facebook.com/298166859034_10155968427169035
"كيفاه نبدل للفورفاي متاع "" تستهلك 5000 انترنات تجيك 5000 مكالمات "" 
ان شاء الله عامكم مبروك",positive,2017-12-31T13:01:25+0000,https://www.facebook.com/298166859034_10155968427169035
اورونج هذي اكثر شركة تسراق في لفلوس و كل شي لا وزيد ريزو فضيحة و كونكسيون هذيكا قلتلهم اسكتو نهار لكل وهما يسرقو,negative,2017-12-31T12:29:22+0000,https://www.facebook.com/298166859034_10155968427169035
hram alikomm raww chlhalaa nsobb cnxx taa nharr to9eedlii see3tyyyn o manghyyrr le vidéo le chayyy 😒😒 hramm wlhh,negative,2017-12-31T11:44:01+0000,https://www.facebook.com/298166859034_10155968427169035
je regrette de vs avoir comme fournisseur adsl ça fait un mois que je fais des réclamations mais rien à faire. on me dirige vers le 31111150 qui ne répond jamais.,negative,2018-01-02T19:02:09+0000,https://www.facebook.com/298166859034_10155968427169035
slm 3laykom ena awel mara nod5ol l page orange speciallement 5ater yaser kathroulha b ser9a alah la tberkelkom w bch nbadel pus yezi,negative,2018-01-01T12:38:48+0000,https://www.facebook.com/298166859034_10155968427169035
birasmi orange yesire sere9a tsobe bdinare finharine lbonuse m3adeche tal9ahome telekome we ooredoo 5ire bsara7a,negative,2017-12-31T12:43:35+0000,https://www.facebook.com/298166859034_10155968427169035
"اهلا اورونج
نحب نولي اورونج لاكن خايفه علاما قريت 
زعما صحيح الي تقال على شبكتكم؟
وشكرا",negative,2017-12-31T12:43:24+0000,https://www.facebook.com/298166859034_10155968427169035
اورنج شبيكم صبيت 12دينار باش نعدي كونكسيون نحيتولي 25 فرنك علاه !,negative,2017-12-31T09:21:43+0000,https://www.facebook.com/298166859034_10155968427169035
سلام اورونج عندكم بوانات كيما تيليكوم ولا,negative,2017-12-31T11:41:54+0000,https://www.facebook.com/298166859034_10155968427169035
aaslema orange aaleh réseau dima y9os hata fi boq3a fyha réseau ! ?,negative,2017-12-31T11:40:46+0000,https://www.facebook.com/298166859034_10155968427169035
chbikom kif 9oltlkom sbeitla mafihech reseau orange majawebtonich?,negative,2017-12-31T12:05:59+0000,https://www.facebook.com/298166859034_10155968427169035
salem billehi ena insob 5000 fisah touf fahmouni alech merci,negative,2017-12-31T16:38:52+0000,https://www.facebook.com/298166859034_10155968427169035
salam orange na7ab na3raf point cadeaux,positive,2017-12-31T18:42:37+0000,https://www.facebook.com/298166859034_10155968427169035
belehi la3at teser9ouni rani zaweli,negative,2017-12-31T12:03:35+0000,https://www.facebook.com/298166859034_10155968427169035
اهل ؤرونج نشالله عامكم مبروك,positive,2017-12-31T14:35:36+0000,https://www.facebook.com/298166859034_10155968427169035
bech injib walid il tounsi il darna w na93ad fi dar netfarej 3alih,positive,2017-12-30T20:55:05+0000,https://www.facebook.com/298166859034_10155966885559035
net3acha w nekel gâteau w nor9od 😴😴😴,positive,2017-12-30T19:24:16+0000,https://www.facebook.com/298166859034_10155966885559035
belehi jewebni ya orange,negative,2017-12-30T20:36:23+0000,https://www.facebook.com/298166859034_10155966885559035
Orange وقتاش قرعة my orange ?,positive,2017-12-30T17:47:45+0000,https://www.facebook.com/298166859034_10155966216709035
Wa9teh lcadeau jey ??,positive,2017-12-31T11:09:07+0000,https://www.facebook.com/298166859034_10155966216709035
Famech points merci 😟😟😟😟😟,negative,2017-12-30T23:49:52+0000,https://www.facebook.com/298166859034_10155966216709035
N7eb w kifech ??,positive,2017-12-30T15:56:59+0000,https://www.facebook.com/298166859034_10155966216709035
blhy 3lech ma tzidouch el hiwar tounsi fi mtv orange ??,positive,2017-12-30T10:49:53+0000,https://www.facebook.com/298166859034_10155965701899035
tbi3ou facilité 9alouli oronge tbiii3 ?!!!!,positive,2017-12-30T14:25:25+0000,https://www.facebook.com/298166859034_10155965701899035
"اقسم بالله حرام كل فلس بندفعه الكم 
مش حرام انترنت هيك سرعته ؟؟",negative,2017-12-30T17:32:16+0000,https://www.facebook.com/298166859034_10155965701899035
slm cv brabi matbi3ech orange belfacilite,positive,2017-12-30T14:13:36+0000,https://www.facebook.com/298166859034_10155965701899035
les règles de participer au jeux merci,positive,2017-12-30T20:56:52+0000,https://www.facebook.com/298166859034_10155965701899035
بربي شوفولنا حكاية الريزو,negative,2017-12-30T15:41:24+0000,https://www.facebook.com/298166859034_10155965701899035
"prix iphone 5s 
w iphone 6 svp",positive,2017-12-30T22:12:23+0000,https://www.facebook.com/298166859034_10155965701899035
9adech dof3a 1,positive,2017-12-30T18:33:25+0000,https://www.facebook.com/298166859034_10155965701899035
kifh naaml bach nichri tlf ( bl point ??),positive,2017-12-31T07:12:02+0000,https://www.facebook.com/298166859034_10155965701899035
kifeh ta3ref l poine blhi,positive,2017-12-30T20:30:33+0000,https://www.facebook.com/298166859034_10155965701899035
merci orange pour le tèlèphone <3 <3,positive,2017-12-30T12:03:20+0000,https://www.facebook.com/298166859034_10155965701899035
bl facilité,positive,2017-12-30T11:24:58+0000,https://www.facebook.com/298166859034_10155965701899035
prix svp💕💕,positive,2017-12-30T13:54:21+0000,https://www.facebook.com/298166859034_10155965701899035
prix svp 💓,positive,2017-12-30T12:01:37+0000,https://www.facebook.com/298166859034_10155965701899035
prix stp,positive,2017-12-30T10:52:17+0000,https://www.facebook.com/298166859034_10155965701899035
prix,positive,2017-12-30T10:43:49+0000,https://www.facebook.com/298166859034_10155965701899035
"bonsoir svp votre boutique orange av tayeb hachicha msaken c,est officiel ou une copie car j'ai acheté un smartphone j3 samsung  n,est pas original",positive,2018-01-01T20:48:24+0000,https://www.facebook.com/298166859034_10155965701899035
نجيب معايا مفاتح دارنا؟ 😂,positive,2017-12-30T10:35:46+0000,https://www.facebook.com/298166859034_10155965701899035
où le boutik orange et le prix de cette téléphone please,positive,2017-12-31T19:48:12+0000,https://www.facebook.com/298166859034_10155965701899035
dezzou fazetkom w ykoun cadeau lel 3am ejdid ? :p why not ? <3,positive,2017-12-30T10:04:29+0000,https://www.facebook.com/298166859034_10155965701899035
9albi sa8ir le yeta7amel 😐😢,positive,2018-01-01T18:59:40+0000,https://www.facebook.com/298166859034_10155965701899035
kén bléch hani jéya,positive,2017-12-30T10:43:00+0000,https://www.facebook.com/298166859034_10155965701899035
"søuhęila b'azîzã rihab ben hmida
jarebt gbalkom w chay ta ta3you wentom terb7ou hhhhh eli zahrou bel mrama ymout fi stal ba8li wjouhna mech mta3 reb7 😂 hhhhhh",negative,2017-12-29T19:55:40+0000,https://www.facebook.com/298166859034_10155963593724035
"مرض الهوى ق-اتلني واش اداويني واش اداويني كرهتوني في حياتي كان الكذب في بالكم 2018 باهية ماي تتعددى كللي فاتو ايعتيكم بعزى  واش تفلموا 
مرض الهوى قاتلني في 2018 نتمنى توفى حياتي بروا بروا زمرووووا ماعيني في تليفونكم عارفكم تفلموا داززين فيها خراديق وانتم حتى الرحمة ماتعرفوهاش ب 2018 تو ترحموا مالا هاو ف بالي بللي انتم باهين والله كنقلب جد امها توللي 8102 لاكم عاطينوا تليفون",negative,2017-12-29T20:55:46+0000,https://www.facebook.com/298166859034_10155963593724035
ها نحن ودعنا عاماً ونستقبل أخر جديدا 2018ً، نسأل الله المغفرة عما سلف ومضى والهداية والتوفيق فيما نستقبل، إنما هذه الحياة كدارٍ يدخلها المرء من باب ويخرج من الباب الآخر إنها كظل شجرة يقيل فيه المرء ثم سرعان ما يستيقظ، ألا ترون كيف تنصرم أيامها، وكيف تنقضي أعوامها، وإنما هي نفس واحدة لها فرصة واحدة فانظروا أين توضع هذه النفس وفي أي اتجاه تمضي هذه الفرصة,negative,2017-12-29T23:27:40+0000,https://www.facebook.com/298166859034_10155963593724035
"و انا خذيت و طلع التاليفون مكسر  و رجعتو مرتين للضمان و في الاخير تاليفون مكسر و قالولي استعمل الخط في تاليفون اخر 
مالا انا علاش شريته التاليفون 
بالغش كسر التاليفون و الخط و توا قالولي مسالة انت حق التاليفون بالله كيف يوصلوها للامم المتحدة و اهوكا صاحب البوتيك في بالي ما خصر عليا كان الله غالب اختي من زهرك الكعبة مكسرة الي خذيتها",negative,2017-12-31T08:44:45+0000,https://www.facebook.com/298166859034_10155962824969035
blhi ya orange est ce que enajem na5tar numero nbda na7ki m3h gratuit,positive,2017-12-31T06:03:40+0000,https://www.facebook.com/298166859034_10155962824969035
انجم ناخذ تلفون بالتقصيط والضمان بطاقة التعريف والا عن طريق البلدية ؟؟ ارجو الرد فورا,positive,2017-12-30T18:44:29+0000,https://www.facebook.com/298166859034_10155962824969035
انا واخذمنها عن طريق الودادية متع وزارة التربيةيقولك الانترنات مجاني وشهر كامل ويعطوك اسبوع ويقسو عليك,negative,2017-12-30T10:42:18+0000,https://www.facebook.com/298166859034_10155962824969035
6 go injecté chaque mois pendant 12 mois yetsabo automatiquement walla yelzem netahlek flous bach na5'o bonus,positive,2017-12-29T14:12:03+0000,https://www.facebook.com/298166859034_10155962824969035
"orange
عندي خط كرهتوني فيه و في اورنج و باش نبدل منكم.
في نصف ساعة قصيت انترنات لحظات و دون ان استتمل الانترنات جاني مساج اللي ميغاوات كملوا.
و ديما تحصلي , اتصلت مرارا بال 1150 و يوعدوني باش تتصلح دون جدوى.
حتى 6go
شكون يضمنلي ما تقصوهاليش في اسبوع و تقلي وفت!!!!",negative,2017-12-29T18:31:45+0000,https://www.facebook.com/298166859034_10155962824969035
عندي رقم اورنج نصب فيه فلوس ديما تتنحي ونصب كارطة خمسة تجيني خمسة بونيس وفيسع ينحوها شنو حل,negative,2017-12-31T09:56:00+0000,https://www.facebook.com/298166859034_10155962824969035
slm brabi ana m3dya forfait.orange w.rigelt.paramétre mais ma7betch timchi internet fi talifouni kifech n3mel brabi,positive,2017-12-31T08:44:47+0000,https://www.facebook.com/298166859034_10155962824969035
نحب نعرف علاش كي يوفا الفورفاي متاع الانترنات يمشيو ديراكت يقصولك مالصولد؟ ماو فا اكهو موش تبعثلي ميساج و تمشيو جرية للصولد. هذي اسمها تحيل.,negative,2017-12-30T15:37:09+0000,https://www.facebook.com/298166859034_10155962824969035
نحب نعرف علاش كي يوفا الفورفاي متاع الانترنات يمشيو ديراكت يقصولك مالصولد؟ ماو فا اكهو موش تبعثلي ميساج و تمشيو جرية للصولد. هذي اسمها تحيل.,negative,2017-12-30T14:48:03+0000,https://www.facebook.com/298166859034_10155962824969035
تحياتي الي orange جيبونا الجديد وعطيونا الانترنات بلاش في العام الجديد  .نصب كرطاه بي  خمس لاف تتنحه في لحظ مغير منقص بيها الأنترنات  علاش بربي     وشكرن,positive,2017-12-30T11:12:37+0000,https://www.facebook.com/298166859034_10155962824969035
orange j ai acheté un forfait internet 700 méga 3000 dt ont été débité de mon solde sans avoir internet,negative,2017-12-29T21:13:02+0000,https://www.facebook.com/298166859034_10155962824969035
orange 3amlouna mise à jour lel jeu super tounsi mazel bloqué niveau 4 mayethalach,negative,2017-12-30T16:03:11+0000,https://www.facebook.com/298166859034_10155962824969035
ana 3andi airbox bil fatour jim3a w9aset mnha lfloss 10   gg mala,negative,2017-12-30T18:20:43+0000,https://www.facebook.com/298166859034_10155962824969035
انجم نشري عن طريق ودادية وزارة التربية؟,positive,2017-12-29T14:09:39+0000,https://www.facebook.com/298166859034_10155962824969035
belehi fahmouni hkeyet elpack chnawa hethi,positive,2017-12-31T01:45:25+0000,https://www.facebook.com/298166859034_10155962824969035
nheb ne5ou telf bil facileté chnowa fama des ofres,positive,2017-12-31T18:13:49+0000,https://www.facebook.com/298166859034_10155962824969035
بربي music blayt نحب نلغاها كيفاش راني كرهت الخط من جرتها,negative,2017-12-30T17:32:47+0000,https://www.facebook.com/298166859034_10155962824969035
قداش فلوس بالله,positive,2017-12-31T13:33:19+0000,https://www.facebook.com/298166859034_10155962824969035
slm brabi nheb na5ou telf bil facilite chnawa lazem,positive,2017-12-31T13:46:10+0000,https://www.facebook.com/298166859034_10155962824969035
chno kayn f riseu wifi mbghach ykhdm???,negative,2017-12-29T12:41:31+0000,https://www.facebook.com/298166859034_10155962824969035
ninja7 fi 9rayti wm3aha talifone mo3tabar,negative,2017-12-31T10:27:57+0000,https://www.facebook.com/298166859034_10155961141829035
nerba7 7aja men 3and oronge kima taliphone,positive,2017-12-31T10:25:55+0000,https://www.facebook.com/298166859034_10155961141829035
talifouni tkasir  nitmana yjini talifoun akhir sayha,positive,2017-12-30T11:24:33+0000,https://www.facebook.com/298166859034_10155961141829035
nsob dinar  ou matna7iwlichi menou 200 frank ...,negative,2017-12-28T22:11:16+0000,https://www.facebook.com/298166859034_10155961141829035
نتمنا تبعدوني لله في سبيل الله و نقصوا من المساجات راني كرهتكم كل مرة يجي ميساج نفرح نقول من حد عزيز عليه نلقاه  أوريدوا وإلا أورنج و إلا تيليكوم الصبر و برّ,negative,2017-12-28T21:41:57+0000,https://www.facebook.com/298166859034_10155961141829035
