comment_text,sentiment,date,source_url
يررررررراه فلوس ماشيا حرام متوكل عليها المانع بالله أشنيا الفايدة مالملف الشعب باش يستفيد الله لا تربحكم والفلوس الي تتحيلو عليها والا تسرقو فيها تشرو بيها دواء باذن الله,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
ها الدولة هذه كملت خدمتها الكل و رجعت لأحداث الخبز . الله الله  . الله لا تربحكم و لا اطلع ذيبكم عقبه . يعجلكم كيف المعزة.,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
هههههههههههه هيئة البهامة  كلاب,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
لله لا تباركلو الى حطك على راس هئية الخراب,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
هذه الهيئة هي كارثة على الشعب التونسي واختصاصها التحيل والفتنة,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
كلوا كذب,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
علم ؟؟؟ ههه قول أوهام و خرافة,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
يلبسها جن إنشاء الله,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
اش يهمنا فيها,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
قداش تكذبو ههههه الحوار التونسي وسامي الفهري اقوى منكم بالرغم البرامج هذه الاباحية مانتفرجش عليها,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
أكيد اختاروا عينة مريضة في سبر الاّراء هذا!!!,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
لا أشاهد البرامج التافهة ولا أتابعها أريد البرامج الهدافة الواعية,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
قداش تكذبوا علي رواحكم الحوار مينفيسها حتي حددددد,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
صحيح توا حاليا من أحسن البرامج,positive,2018-01-02,https://www.facebook.com/AttessiaTV/
من اتفه البرامج اخخخخخخيت,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
القتل الردع الردع,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
اوووه مرزن ملايكتها، نفس الحكاية تخرف فاها في برنامج كلام الناس على قناة الحوار التونسي. الظاهر فاها ضامرة على الااااخر,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
روعة يعطيها الف صحة محلاها تحسها متتصنعش ومتواضعة ماصاب تعمللنا عروض في تونس خير من الكوميديين اللي ,positive,2018-01-02,https://www.facebook.com/AttessiaTV/
اخخخخ تفوه تقول عليك رزام مبشع منظرك,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
واووووووو ساميه اورسمان نحبها برشاااا برشااااا ربي يوفقك في خدمتك,positive,2018-01-02,https://www.facebook.com/AttessiaTV/
منتخب جامعة الفساد و سمسار المنتخب لا يمثلنا ثم تتربصون بالدوحة يا ولاد الايه لان مصيركم في الأخير على لوحة يا فساد ،،، شعب الإفريقي اكيد يدعمكم بالكلمة الطيبة و رفع معنوياتكم يا فساد ههههههه,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
شلكتوها اابلاد تونس ضد الدحيل ... هههه راهو منتخب مهيش فريق علاه هك,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
زوجة الشهيد الزواري معطاوهاش الجنسيه وهذا في ليله ونهار ولا تونسي .....وظاهره صفقه بين السمسار معلول و حمدي المدب,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
المحامي الفاشل بن خليل اللي ما ربح حتى قضية رياضية سابقا تفرج في التصاور و موت بالقهرة,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
ملا فضايح حك راسك ولي تونسي وآحنا جوارتنا تعبين وديما تقولو معملو شيء حتى اليمشي يلعب البرا تجبوه وتخلوه على البنك.,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
مسكييييييييييييييينة تونس ، قداش رخصوها الهمل ، وقداش رخصوا الجنسية متاعها ! .... زيد شكون زاد .... !,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
بالله عليكم تنجمو تقلولي اش باش يحس كولي بالي في النشيد الوطني الله لاتربحك  يا     نبيل معلول انت الجريء,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
هههه يا وحش يا معقدهم والله إلا ما نقتلوكم عرق بعد عرق يا حسااد,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
يا معلول الله لا تربحك,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
رخصت الجنسيۃ التونسيۃ فيسع تتعطی ولات,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
تو تجيب صيد من وذنو,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
نتمنى الفيفا تعاقب تونس و خلي يترشح منتخب آخر خير,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
يا بعلول الله لا تباركلك,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
عزوني خير منو أما بلا د مبيوعة الله يرحمك يا تونس,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
تحب نعرف أش يصلح هذا والله عملتو العار,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
يا خسارة على تونس على خاطر سي فلان و سي علان,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
الوطنية تجري في دمو...,positive,2018-01-02,https://www.facebook.com/AttessiaTV/
يا فرحتنا يا هنانا,positive,2018-01-02,https://www.facebook.com/AttessiaTV/
فضيحة معناش ارجال,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
الله لا تربحك يا معلول الكلب,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
لبلاد ما فهاش الرجال خلي يعمل إلي يحب معلول لمسخ,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
اتفوه عليك يا معلول الكلب,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
غالو علينا المعيش,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
أكبر غلطة عملتها مركل,negative,2018-01-02,https://www.facebook.com/AttessiaTV/
تافهة يعقد روحه يضحك و هو مضحكة تافهة و قنوات تافهة و شعب تافه يكفيكم انكم توانسة مسبة,negative,2018-01-01,https://www.youtube.com/watch?v=3LhwQv_AEok
مشي يالكلب ياحقير و الليبين يعرفوك و يشرفوك بهي يالي وجهك يشبه لوجه الحمر يابهيم ياجعني لولأ الليبين رك انت توأ جعني ياحيوان,negative,2017-12-31,https://www.youtube.com/watch?v=3LhwQv_AEok
شكلك زودتها يابعلوش😑,negative,2017-12-23,https://www.youtube.com/watch?v=3LhwQv_AEok
قناة تافهة و ناس غالطه في انفسها و ما عندهم كان قلة التربيه و قلة الاحترام ليوم ضحكتوا على الليبية و غدوه تضحكوا على بعضكم هاذا هو إعلام سياسة التفرقه و بث الكره و الجهويات يا طحانه يا مستخنثين,negative,2017-12-20,https://www.youtube.com/watch?v=3LhwQv_AEok
امصط انسان في شمال افريقيا,negative,2017-12-16,https://www.youtube.com/watch?v=3LhwQv_AEok
تبقى ليبيا شامخة .. وتبقون منارة للعهر والفسق والفساد <br />يستدل بها من بعيد ..,negative,2017-12-13,https://www.youtube.com/watch?v=3LhwQv_AEok
خخخخخخ التونسه اكبر من التافه هدا,negative,2017-12-12,https://www.youtube.com/watch?v=3LhwQv_AEok
لاحيا لادين باي باي ياتونس,negative,2018-01-01,https://www.youtube.com/watch?v=5BYonhyWRMc
الف تحية من بغداد حمامة السلام إلى تونس بلد الجمال,positive,2017-12-31,https://www.youtube.com/watch?v=5BYonhyWRMc
تبهديلة تونس 👎👎👎👎,negative,2017-12-30,https://www.youtube.com/watch?v=5BYonhyWRMc
عليكم من الله ماتستحقون لا تضكرو اسم الله يا كفار,negative,2017-12-28,https://www.youtube.com/watch?v=5BYonhyWRMc
قله ادب,negative,2017-12-27,https://www.youtube.com/watch?v=5BYonhyWRMc
و بعد تستغربوا كيف دويلة الإمارات تهبط قرار تمنع فيه دخول نساء توانسة لأراضيها، مو على التصويرة السمحة اللي الإعلام التونسي يوري فيها للعالم على المرأة التونسية، جرة برامج تافهة يجيبوا فاها عاهرات نافخين رواحهم ، هذا و نوفل و سي عناء هم أكبر مسؤولين على فساد جيل و مجتمع كامل، الله يتولاكم...,negative,2017-12-25,https://www.youtube.com/watch?v=5BYonhyWRMc
روحو ياعرب ياعرب روحو أه ياعرب وتقولو نحرو فلسطين أه أه ولك الله وأكبر عليكم ياعرب,negative,2017-12-24,https://www.youtube.com/watch?v=5BYonhyWRMc
دولة الدعارة,negative,2017-12-24,https://www.youtube.com/watch?v=5BYonhyWRMc
في كلمة واحدة : ابتذال,negative,2017-12-24,https://www.youtube.com/watch?v=5BYonhyWRMc
حلو 😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂😂😂😂😂,positive,2017-08-25,https://www.youtube.com/watch?v=6oAGbp5yQOU
ملا بنديرر هههههعععععهععهععهه وزي التبندير أكثر واحد جاب الواقع متاعنا في تونس,positive,2017-01-16,https://www.youtube.com/watch?v=6oAGbp5yQOU
وحدك يااا لطفي ههههههههه,positive,2017-12-31,https://www.youtube.com/watch?v=42jPRtAgfd8
نحب برنامجك يا لطفي انتي رقم  1 وهذي حقيقه ليست مجاملىة,positive,2017-12-30,https://www.youtube.com/watch?v=42jPRtAgfd8
فرجة عالمية 😘😘,positive,2017-12-29,https://www.youtube.com/watch?v=42jPRtAgfd8
نحب أميمة بزاف بزاف,positive,2017-12-25,https://www.youtube.com/watch?v=AI4mCI7SJlY
يا اميمة اعجبتني ياسر اي برشا راك حكيت كلمة الحق مع عزيزة اميمة كاملة هاكي راكي فحلة بنت فحلة يشوفو روسية وش تلبس وبعد يخكو على بنات الناس,positive,2017-12-24,https://www.youtube.com/watch?v=AI4mCI7SJlY
روعة,positive,2017-01-10,https://www.youtube.com/watch?v=eDUX9p8k6ko
أنت أجمل زازا في تونس,positive,2017-12-29,https://www.youtube.com/watch?v=h80_d7N1WGM
زاز تونسيةجميل تضهر على وجه أنق,positive,2017-12-29,https://www.youtube.com/watch?v=h80_d7N1WGM
انا من الجزاءر تحياوكبيرة لناس تونس وزازا احسن فنانة,positive,2017-12-28,https://www.youtube.com/watch?v=h80_d7N1WGM
انا أخوكم من الجزائر و تعجبني زازا برشا برشا وكل الفنانين التوانسة,positive,2017-12-28,https://www.youtube.com/watch?v=h80_d7N1WGM
أبهم دهان يختار الألوان عندكم,negative,2017-10-24,https://www.youtube.com/watch?v=IhcRLNWWuPs
من الدقيقة 28:43 بدى يكذب على روحو و على ايكيب بانيولا و على المنتج و على المخرج و على السادة المتفرجين هعععععععععععععععععععععع,negative,2017-04-25,https://www.youtube.com/watch?v=IhcRLNWWuPs
اللون طيارة,positive,2017-04-24,https://www.youtube.com/watch?v=IhcRLNWWuPs
خدمة طيارة برافو لولاد,positive,2017-04-24,https://www.youtube.com/watch?v=IhcRLNWWuPs
توا كي نهزو بابا نويل لاولادنا فى المدرسة ويعطيهم هدايا نورمال، كان جاء فى رمضان والا عيد مشى مدب كتاب ولا واحد لاباس جبة راهى الدنيا قامت ماقعدتش، شنوا شنوا يبث ويزرع فى افكار ظلامية ورجعية، لاحول ولا قوة الا بالله,negative,2017-12-31,https://www.youtube.com/watch?v=jMg7Ol506yc
محلااااااه شمس,positive,2017-12-31,https://www.youtube.com/watch?v=jMg7Ol506yc
اخياني واحد يقول لتيسيا تتعلم تشطح زين و عين و تفطق اما مسكينة غير تبدا تشطح الشطر يروح,positive,2017-12-31,https://www.youtube.com/watch?v=jMg7Ol506yc
قداش راقي هادا شمس يعجبني بزاف وشهو شباب,positive,2017-12-26,https://www.youtube.com/watch?v=jWloexp_HQE
امان متبطلش الفن وحتى كان بطلت بش نقعدو نحبوك,positive,2017-12-24,https://www.youtube.com/watch?v=jWloexp_HQE
محلاك شموسه ومحلا زينك,positive,2017-12-24,https://www.youtube.com/watch?v=jWloexp_HQE
المرضي والديه ما يخاف من شي مااحلاك وما احلى طبيعتك,positive,2017-12-23,https://www.youtube.com/watch?v=jWloexp_HQE
يخي شماتة يخي,negative,2017-12-19,https://www.youtube.com/watch?v=jWloexp_HQE
نحبك شمسو نموت عليك أقعد أكاكا محلاك :*,positive,2017-12-18,https://www.youtube.com/watch?v=jWloexp_HQE
محلاها الحلقة,positive,2017-12-18,https://www.youtube.com/watch?v=jWloexp_HQE
ربي يهديك شمس الدين والله أول مرة نسمعك تحكي كنت ماخذة فكرة خايبة ربي معاك و يبعدك عالفن بالحق اخمج سكتور ربي يتوب عليك و علينا,positive,2017-12-17,https://www.youtube.com/watch?v=jWloexp_HQE
ماعلاباليش علاه نشوفو هههههههه حلو ❤😐😐😐😐😐,positive,2017-12-17,https://www.youtube.com/watch?v=jWloexp_HQE
نموووت عليك من الجزائر,positive,2018-01-01,https://www.youtube.com/watch?v=KpUKKf0Og1Y
روعة ربي يبارك,positive,2018-01-01,https://www.youtube.com/watch?v=KpUKKf0Og1Y
انموت عليك يا زنوبة تحية من الجزاير بالضبط من الوادي,positive,2017-12-29,https://www.youtube.com/watch?v=KpUKKf0Og1Y
انا نموت عليكم ياشعب تونس اختكم من المغرب,positive,2017-12-24,https://www.youtube.com/watch?v=KpUKKf0Og1Y
من جزائر نموت عليك زينة قصرينية,positive,2017-12-16,https://www.youtube.com/watch?v=KpUKKf0Og1Y
يا لي يقول ربي يوفق في الغناء ربي يهديك و ينجيك من العقاب لهذه الدرجة اصبحتم تدعون بإسم الله جل جلاله لمزامير الشيطان,negative,2017-11-18,https://www.youtube.com/watch?v=KpUKKf0Og1Y
صوتها يجنن,positive,2017-11-16,https://www.youtube.com/watch?v=KpUKKf0Og1Y
الجزائر لكل تموووووووت فيك منوووووووور,positive,2017-11-12,https://www.youtube.com/watch?v=KpUKKf0Og1Y
زازا صوة خرافي واااااااااااااااااااااو.,positive,2018-01-01,https://www.youtube.com/watch?v=KXXH7wONWnM
تحيا كبيرة لناس تونس من الجزاءر,positive,2017-12-28,https://www.youtube.com/watch?v=KXXH7wONWnM
تحيا تونس تحيا زازا,positive,2017-12-26,https://www.youtube.com/watch?v=KXXH7wONWnM
سهرة السبت مع التاسعة هبال السنة التاسعة عاملة مجهود برافو,positive,2017-12-16,https://www.youtube.com/watch?v=KXXH7wONWnM
احلى حلقة مع زازا \nتحية من الجزائر,positive,2017-12-12,https://www.youtube.com/watch?v=KXXH7wONWnM
نموووووووت عليك,positive,2017-12-06,https://www.youtube.com/watch?v=KXXH7wONWnM
نموت عليك يا زاز تحيه من الجزئر الي تونس,positive,2017-12-05,https://www.youtube.com/watch?v=KXXH7wONWnM
منور,positive,2017-12-29,https://www.youtube.com/watch?v=lcKGgNTs_do
منور ولله من ليبيا,positive,2017-12-28,https://www.youtube.com/watch?v=lcKGgNTs_do
احسنت,positive,2017-12-27,https://www.youtube.com/watch?v=lcKGgNTs_do
بارد,negative,2018-01-01,https://www.youtube.com/watch?v=nbPmvSjrXWU
