comment_text,sentiment_category,date,url
Rabi ybarek,positif,2018-01-01T18:58:22+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Inchallah dima mnawer,positif,2017-12-16T17:55:31+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
tharebha fi rou7ou yesser,negatif,2017-03-23T20:04:24+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Bou zink ma7lik,positif,2017-12-06T18:33:17+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Wahdek y'a nimes,positif,2017-01-29T22:29:32+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
mela joueur ya msakni,positif,2013-05-03T21:06:26.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
mela joueur ya msakni,positif,2013-05-03T21:06:26.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
i love you Yousef Msakni <3<3<3<3,positif,2013-05-22T19:39:53.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
fou,negatif,2017-07-05T22:25:56.000Z,https://www.youtube.com/watch?v=4Xn2N1t7qAw
best player in africa,positif,2012-11-30T15:23:27.000Z,https://www.youtube.com/watch?v=pDbcljdQzyY
berjouliya moch rajel w 3ib,negatif,2017-07-24T23:44:28.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
a7ssen la3eb,positif,2017-09-14T01:40:50.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
afthal la3eb fi tounness,positif,2017-12-12T02:28:26.000Z,https://www.youtube.com/watch?v=mJ89AnT3gmg
mabrouk,positif,2017-10-08T22:02:59.000Z,https://www.youtube.com/watch?v=EL11IFyrreY
ma7la hka dohka 3andkom 😘😘😘,positif,2017-12-18T18:20:23+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
youssef el ro3b b2tem el kalima,positif,2017-09-16T23:36:33.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
A7la nemes,positif,2017-02-12T13:36:10+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Sa7a Y M 7,positif,2017-11-23T17:38:02+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
len nanseke ye youssef,positif,2015-12-12T12:27:32.000Z,https://www.youtube.com/watch?v=l3JPIi5UBlk
Happy new year ya a7sen kawarji f denya,positif,2017-12-30T22:11:38+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
offfffffff masmtk,negatif,2017-10-14T09:41:10+0000,https://www.facebook.com/msekni.official/photos/a.317963761977501.1073741829.243899029383975/356949884745555/?type=3
bnjraat m3allem,positif,2017-09-03T08:33:53+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
MSEKNI GOOOOOOOD PLAYER,positif,2015-12-29T05:00:32.000Z,https://www.youtube.com/watch?v=kElmKXp8_i8
rabbi yehddik,positif,2017-08-20T12:48:13.000Z,https://www.youtube.com/watch?v=EL11IFyrreY
fanen,positif,2016-02-28T23:02:08.000Z,https://www.youtube.com/watch?v=HRTGNaNgrT8
Nîmes ya m3alem,positif,2017-02-21T21:22:21+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
MSEKNI LMAALEM ❤️🔥,positif,2017-07-06T14:32:52.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
Bou zinek Youssef mnawer weld bledi,positif,2017-12-14T18:13:26+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
9adech mou8afel,negatif,2017-02-06T12:33:52+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Rabi yahfthou,positif,2017-06-17T04:12:21.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
3aslaaaaaaaa...,positif,2017-12-31T14:29:17+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
pokimon,negatif,2012-11-15T14:18:56+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.208759275841902.69755.201965813187915/208886772495819/?type=3
youssef ya oild bledi  💜💜,positif,2017-02-26T08:56:49.000Z,https://www.youtube.com/watch?v=AbcBf38dalk
rabi yhannikom,positif,2017-06-30T19:47:58.000Z,https://www.youtube.com/watch?v=MwAcPZnOzlU
lionel msakni,positif,2014-02-24T19:32:50.000Z,https://www.youtube.com/watch?v=9dgedJSndj4
Rabi yzidek,positif,2017-11-03T12:35:21.000Z,https://www.youtube.com/watch?v=EL11IFyrreY
Meilleurs vœux,positif,2017-12-31T21:02:10+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
"Merci Youssef , 3ayachtna a7la la7dhaat fel koora el tounséya , vraiment tbarkallah alik w netmanéwlek a7la avenir wenti kawarji kbir w bech t5ali blastek fi 9loobna .
Good bye ",positif,2012-11-18T00:40:01.000Z,https://www.youtube.com/watch?v=Ng8KyPhNDuE
mach2allah 3lik ya ibn khadhra,positif,2016-03-07T16:26:41.000Z,https://www.youtube.com/watch?v=l3JPIi5UBlk
moch rajel ya5i tefra7 ki martik t3arri,negatif,2017-07-27T12:56:15.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
"futur ballon d'or africain ! msekni ! <3 ya m3llem, inchallah temhci fi arsenal ! :)",positif,2012-03-01T23:42:54.000Z,https://www.youtube.com/watch?v=6w8ggc8JjD0
Limsekni il kol ok,positif,2015-08-29T14:31:49.000Z,https://www.youtube.com/watch?v=WHozjP06TTI
"Youssef Msakni TO PSG / FRANCE!!
Msakni vers psg",positif,2012-06-04T19:17:17.000Z,https://www.youtube.com/watch?v=6w8ggc8JjD0
"M3alem tbarkallah 3lik, tesme3ch klem ennabara",positif,2017-01-31T11:25:22+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
nchala3amek.mabrouk,positif,2017-12-31T07:14:29+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Bravo,positif,2017-01-21T13:39:11+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Rabi yhanik Nems,positif,2017-07-05T12:35:30.000Z,https://www.youtube.com/watch?v=IL9n9bXFOxM
Nemes t3ich,positif,2017-11-17T17:51:06+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
"dfén rouhou bél hyé .... ama tbarkallah 3lih w rabi i3inou , allah la trabhek ya qatar bflouskom 7atamtou mawaheb énés youssef lmsakni mch bch yet3awd mara okhra fi tounes alah ghaleb",positif,2017-02-27T00:20:24.000Z,https://www.youtube.com/watch?v=HRTGNaNgrT8
bara zamer,negatif,2017-12-14T13:32:49+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Mnawrin tbarkala 3likom rabi y5alikom lb3adhkom,negatif,2017-11-17T16:07:38+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
m3alllllllllllemmmmmmmmmmmmmm <3,positif,2012-12-05T14:14:32.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
Tonf5ou fih belkedhbbbbb brabi na9sou,negatif,2017-11-16T22:12:54+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Yosef ya Nîmes ya m3alem ya mcharef football tunisia,positif,2017-02-21T13:40:28+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
WAHDEK MSAKNI,positif,2017-11-17T17:25:01+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
ya msakni ya jabri :3,negatif,2014-04-27T20:45:59+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.210433985674431.70140.201965813187915/722959634421861/?type=3
to7ffa,positif,2017-12-05T08:16:20.000Z,https://www.youtube.com/watch?v=mJ89AnT3gmg
king youssef,positif,2016-10-25T08:11:02.000Z,https://www.youtube.com/watch?v=AcOifjExISQ
bravoooooooooo nemess  rabi m3aaak,positif,2017-01-23T11:02:57+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
mwaher frere ❤❤,positif,2017-03-05T22:55:27+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
A7sn 7aja 3mltha Rabi ywf9ke,positif,2017-12-01T06:33:06+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
best so proud of him,positif,2017-06-03T13:17:46.000Z,https://www.youtube.com/watch?v=ODl9JZOalGI
Presque 3iryana tfouh 3lihom et 3la rbayethom,negatif,2017-07-05T21:19:37.000Z,https://www.youtube.com/watch?v=4Xn2N1t7qAw
We7dek ye m3elem😆😄👏😘,positif,2017-11-17T17:35:47+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
The best,positif,2017-10-31T20:17:03.000Z,https://www.youtube.com/watch?v=00dXjVXi4Uc
Hhhhhh 9adech mou8afel,negatif,2017-02-06T12:33:52+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
mela joueur ya msakni,positif,2013-05-03T21:06:26.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
la3eb moomtez,positif,2017-11-24T22:49:17.000Z,https://www.youtube.com/watch?v=mJ89AnT3gmg
Faraahna ya youssef fi l mondiale !! ❤,positif,2018-01-01T18:57:07+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Bou zinkom ma7likom,positif,2017-12-15T17:01:53+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Merci nemes ken entouma t7asesouna elli 3ana bled n7ebbouha l argent c rien face à un pays,positif,2017-01-24T07:47:40+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
rabi yhanik ye nims,positif,2017-07-05T21:51:14.000Z,https://www.youtube.com/watch?v=qbOTHIp8ggM
M3allem,positif,2017-07-17T10:14:51+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
fara5,negatif,2014-02-12T21:35:38+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.210433985674431.70140.201965813187915/686207458097079/?type=3
Tfouuuhhh,negatif,2017-01-29T20:16:39+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Rabi ya5likom lb3dkom 😘 😘 😘 😘,positif,2017-12-15T20:45:22+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Bravo rabiii m3ak ya yousif,positif,2017-01-19T20:43:01+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
..m3alem.....inms,positif,2017-05-06T22:35:20.000Z,https://www.youtube.com/watch?v=TfOSZLpeFRM
Hobi nmout 3lik😍💋❤❤,positif,2017-12-21T13:54:03+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Aya winek elberha ya m3alem,positif,2017-02-21T13:03:18+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
He's the best player in the world,positif,2017-10-10T20:59:51.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
Rbi m3k y namssoun,positif,2017-10-10T13:28:11+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Rabi yahfthou,positif,2017-06-17T04:12:21.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
m3além ya nemmes <3,positif,2012-12-05T13:33:34.000Z,https://www.youtube.com/watch?v=idYD3qRZWzE
allah yechfik w ydawik ye7lkik el ness el kol tetfarej el 3ree mta3 martik,negatif,2017-07-28T09:00:46.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
thanks,positif,2017-06-16T17:42:49.000Z,https://www.youtube.com/watch?v=HNf0t2Kqbrc
M3allam rak,positif,2013-01-14T11:12:11.000Z,https://www.youtube.com/watch?v=skyIPrXAqAQ
Bravoooooooo bravoooooo weld bledi allah yfarr7ek ki farra7tna w ye7mik ya rabbiiii 😘😘😘😘😘😍😍😍😍😍😍,positif,2017-10-07T20:24:41+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Sob7ane alah,positif,2017-02-23T12:09:26+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Rabbi m3akom w echa3eb el koll m3akom.en avant tres bien.,positif,2017-01-19T22:13:30+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
ma5yebek w ma5yeb rassek,negatif,2012-12-18T16:59:07+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.208759275841902.69755.201965813187915/208886772495819/?type=3
Kol 3am w enti b5ir,positif,2017-12-30T21:57:43+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
M3allem,positif,2017-10-31T21:43:13.000Z,https://www.youtube.com/watch?v=00dXjVXi4Uc
rabi ihnia nchllll,positif,2017-07-08T13:30:10.000Z,https://www.youtube.com/watch?v=4Xn2N1t7qAw
m3lem ya mnawer tounis,positif,2017-02-20T15:44:42+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
neymar best america messi best europa msakni best africa  BEST BEST BEST,positif,2012-05-30T18:04:41.000Z,https://www.youtube.com/watch?v=6w8ggc8JjD0
Bravooooo rabiii m3aaaak youssef :-*,positif,2017-01-21T12:46:58+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
wawo raw3aa,positif,2017-04-15T21:03:23.000Z,https://www.youtube.com/watch?v=XSyT3iAF2Xo
Wahra,positif,2017-02-11T12:39:34+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Josef ya m3almm,positif,2017-08-21T10:22:18.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
Bonjour ya a7la couple😋😝😘,positif,2017-12-19T12:43:31+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
well done,positif,2017-06-26T06:24:01.000Z,https://www.youtube.com/watch?v=HNf0t2Kqbrc
Rabi yhanikom 😍😍😘😘,positif,2017-12-15T17:27:52+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
ya tafeh,negatif,2017-12-30T22:03:08+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Mwahar ya nems :),positif,2017-09-21T09:54:03+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Mnawer sahbi mademo 3andek fe sa9ik 7eb 3la rou7ek,positif,2017-03-05T20:56:45+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Mwaher,positif,2017-10-29T18:06:57+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
il est nul,negatif,2017-06-12T08:31:35.000Z,https://www.youtube.com/watch?v=HcwqU9y5_98
mseknyyy youssef  <3 <3 <3 <3 <3,positif,2014-03-22T10:52:30.000Z,https://www.youtube.com/watch?v=idYD3qRZWzE
Belhi bara zamer,negatif,2017-02-02T17:32:10+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
A3tazel 5irlk mstwak tchad,negatif,2017-01-31T14:11:48+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
A7la youssef,positif,2017-03-12T15:51:21+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
5sarték ya youssef ! malla 3amla 3maltha :/,negatif,2016-04-03T01:01:25.000Z,https://www.youtube.com/watch?v=idYD3qRZWzE
Limsekni il kol ok,positif,2015-08-29T14:31:49.000Z,https://www.youtube.com/watch?v=WHozjP06TTI
Josef ya m3almm,positif,2017-08-21T10:22:18.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
offf youssef 5ouya ech t7ebni in9oulek yasser tenbir w yasser 3assa heka majhoudi m3ahem mayhemekech fihem inty m3alem raw il be9i il kol 3la l7it a7na il kol na3erfou 9albek behy w impossible dthor 7ad rabi m3ak 5ouya l8ali ya nemess rak fi 9aleb,positif,2018-01-01T22:32:16+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
ma5yeb rassek ya  #msekniii,negatif,2017-02-06T20:52:12+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
msakni a choisi l argent avant le foot il a fait son choix,negatif,2016-12-28T21:02:12.000Z,https://www.youtube.com/watch?v=GOroozz9QoA
haha 6 bonto jabhom howa,positif,2015-12-30T10:26:38.000Z,https://www.youtube.com/watch?v=kElmKXp8_i8
A7la yousef,positif,2017-12-18T19:59:51+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
mala youyou,positif,2015-06-14T09:19:28.000Z,https://www.youtube.com/watch?v=tIwH0pXsqEw
Bravo msakni,positif,2017-10-22T12:22:26.000Z,https://www.youtube.com/watch?v=gefntfERBWQ
Happy New Year Msekni 💋💋,positif,2017-12-30T22:00:09+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
mokch rajel  😡😡😡,negatif,2017-10-18T08:28:08.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
Yezzi mel bleda,negatif,2017-08-29T23:31:55+0000,https://www.facebook.com/Youssef.Msakni.PageOfficielle/photos/a.718876808163546.1073741828.718804551504105/1611071528944065/?type=3
Mala 3bed tafhin Ken mcha star martou kir fi balhom la3bed fathyin chgol yitfarjou 3la chhar libsal mta3hom ach mdakilna ahna fi hyathom,negatif,2017-07-27T12:46:24.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
Rabi m3ak yam3alm bz,positif,2017-01-23T22:44:07+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
mabrouk,positif,2017-07-05T06:14:18.000Z,https://www.youtube.com/watch?v=MwAcPZnOzlU
gooooooouuuuuuuuuuuuuuuuuudddddddddddd,positif,2017-02-03T20:47:28.000Z,https://www.youtube.com/watch?v=2L-UJeObfTs
Neymar tunisia,positif,2017-08-24T06:54:55.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
Nemesss y mhbelhom,positif,2017-02-13T09:46:00+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
bravo msakni 👍 👍,positif,2016-07-18T23:31:01.000Z,https://www.youtube.com/watch?v=dMCjN3ZOd7w
Limsekni il kol ok,positif,2015-08-29T14:31:49.000Z,https://www.youtube.com/watch?v=WHozjP06TTI
i love you Yousef Msakni <3<3<3<3,positif,2013-05-22T19:39:53.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
<3 lem3aaaaaalem,positif,2013-04-06T22:00:38.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
Ma7la zinik.,positif,2017-11-17T17:33:25+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
yezina men martek w 7yetik het el rasmi,negatif,2015-08-11T16:45:30+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.210433985674431.70140.201965813187915/969608256423663/?type=3
minel jaze2r rabbi yhannik nems,positif,2017-09-14T23:22:17.000Z,https://www.youtube.com/watch?v=vgJmTxadzSY
Mwaher ya msekni,positif,2017-02-13T13:35:44+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
<3 lem3aaaaaalem,positif,2013-04-06T22:00:38.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
you are the best ♥♥,positif,2017-06-17T05:29:20.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
"Ya m3alem bravoooo you are the best rfe3toulna rousna w tunisie tefta5er eli 3endha wled kifkom
Bon courage nousourna 👍👍👍👏👏",positif,2017-01-24T06:45:02+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
youssef hlek rou7o brou7o ken ynajem yal3eb lbara amma zeyed y7eb leflouss,negatif,2013-09-08T12:24:36+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.210433985674431.70140.201965813187915/605390832845409/?type=3
The only,positif,2017-10-12T13:05:09.000Z,https://www.youtube.com/watch?v=EL11IFyrreY
congratulations Djoo 😍😍😍😘😘😘,positif,2017-07-05T12:32:14.000Z,https://www.youtube.com/watch?v=IL9n9bXFOxM
Slt yousef rabi yahmik salam à la najeh barcha,positif,2017-11-23T20:57:49+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
