id,comment_text,sentiment_category ,source_url,date
Ugg0RfE7-WY8C3gCoAEC,وش هدا ياسامي الفهري راك فوتت فالاتراك حلقة مخلطة بالحرام و العيران نعرفو انو الدنيا فيها حكايات اكتر من هكا بصح الواحد يحترم شوية العايلات الي اتبع فيكم ....من دزاير, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugjx6xbSEMzh63gCoAEC,سي سامي سكرلي البرنامج, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UghSPul9JOdjAHgCoAEC,awled moufida =une famille de merde, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugh_DDiJ68ekzXgCoAEC,mousalsel tééfeh w moumathlin atfah tfiih a3likom w 3la tha9afetkom, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgjzoRj9NS6L9ngCoAEC,ربي يلطف بينا  اوكد اننا في اخر الزمان, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugip7RRVcAIF23gCoAEC,Ya Haica ikhdem 3la rouhek!! Sfeha fel talvza?, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgjRTI5Dd9iVeHgCoAEC, ملا خمج), negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UggUs9D_PzLOkXgCoAEC,12:27  wtf !!!!!!!!!!!, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgioqEpb4gJrYngCoAEC,mosalsell w tamthill  zbelaa 😒😒, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgiKA2CqZs1m3ngCoAEC,"مالا كريوك بيرم هههه 
الله يلطف بينا وبأمة محمد
الله لا يربحك يا سامي لفهري", negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgjpOYuE6gW2xXgCoAEC,"بدلوا الاسم -_- سموه ولاد و بنت  الصادق و صاحباتوا 
فسدتوه المسلسل ماعادوش باينين -_- اولاد مفيدة", negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgyosDrl1XAFYy-0HFB4AaABAg,هذا مسلسل تفسدوى في اولد صغر تف تف عليكم, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugw5t0c0VLnZUe1EQ0x4AaABAg,العبرة : الزنا و الحرام يخرب بيوت و بيوت, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgxseYT5fHG9fiw72UR4AaABAg,-_- 14 7al9a wakahaw Zaa7 mamstk a weld l fehri, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugje29kDq3Xn2HgCoAEC,"Niveau morale ce feuilleton est une catastrophe. Les jeunes tunisiens, déjà tellement en manque de repères s identifient tellement à cette série ! Dommage car on aurait pu mettre du sens à tout cela. N'importe quoi!!!!  Diffusée au mois de ramadan en plus et à un horaire où les familles sont à table. Wallahi hram 3allihoum", negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgjRrpCFr_6xlngCoAEC,المسلسل الكل طلع في الحرام, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgjAJf1psq_iq3gCoAEC,مسلسل تافه ،بدا مليح و مبعد طاحوا في فخ المبالغة سواء فلسيناريو و لا التمثيل حتى اصبح ماعندو حتى معنى ،فيلم كامل حرام في حرام ،دار كامل قتال و سراق وولاد حرام ناس اكل تخون .و لحكاية مربوطة بقصة سر علاقة غير شرعية واش من من معنى عندها القصة اذا كان المحيط كامل فلحرام هاو ولا عادي جدا و كأنو في تونس كاين غير لحرام و سرقة و بنات ساقطة و نساء تخدع فرجالها مانيش نحكي على الدين ولكن مسلسل تافه و صورة مخزية عى فارغ و هدا وشام من زاس لرجلين البسة غير مناسبة و ملائمة   حايرة كيفاش نسبة المشاهدة كبيرة .فضول كي حالاتي, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugj39It6tsx5lHgCoAEC,أووف ملا حالة😡😡😡😡, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UghU4D7IuWkXo3gCoAEC,نهاية زبل, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UggiphRQHtgp9ngCoAEC,نهاية فاشلة خليتنا معلقين يا سامي الله لا تربحك كلو فساد في فساد تو وحدة كيف حسناء يتعاركو عليها زوز بفففف تبا لك, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
,, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgiqGn9ArHJexXgCoAEC,نهاية ماسطة بزاف ١٤يوم واحنا نتمتعوا فى النهاية بردتنا يا سي سامي, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgiP_9cnPhG0vngCoAEC,جزء ثالث فاشل و نهاية افشل نحس السيناريو كاتبو كافون و المخرج البحري الجلاصي !!!!, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Uggc5mI62COTLXgCoAEC,masta   lasta, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
,, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugjw2Qo2ykGO1XgCoAEC,مسلسل فاشل و فاسد و نسبة المشاهدة الكبيرة كيما قلت موش مبرر لكونو مسلسل باهي تشوفوا في رواحكم عاملين حاجة كبيرة هههههه تضحكوا يا منيكين فضحتونا بالعار و بالعهر متاع ممثلات متاعكم تفوه عليكم يا خماج, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugg5-G8luVAubHgCoAEC,يا علاش هكذا النهاية!!!!!!! 😱😲😱😖-😫💩💩💩, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgioO9lz_tcQ_ngCoAEC,علمو.الناس.الفساد.وجيبان.الصغار.في.الحرام.وعلمو. السرقة.وعلمو. كيفاش.المراء.اتخون.راجلها.وتكتب.ولد.الحرام.باسم.راجلها.وعلمو.البنية.كيفاش.تقتل.بوها.على.خاطر.يضرب.في.أمها. وعلمو.في.أخير. حلقة.كيفاش.الأبن. يقتل.بوه. نهاية.اتعيف.وتسخف.وتبكي.وفي.نفس.الوقت.أتعلم.الشباب.الفساد.وقلة.التربية, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
pourquoi ? pourquoi ? pourquoi cette fin ? pourquoi ?,, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugj72TnCIdXadngCoAEC,بففففففففففف, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UghK7V3dMgVobHgCoAEC,Meilleure feuilleton ❤️ on espérons que fema saison 4, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugg3cBC4EXCEengCoAEC,kont nestna fi fin behia ye5i tla3 el mosalsel tefeh myoslo7 chay, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UggLqocZygeojHgCoAEC,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
,, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugi_bVb5IYok43gCoAEC,C'est quoi cette merde ? Une incitation au meurtre en plein Ramadhan? Quelle angoisse!!!, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UggVD_Vg6RUECXgCoAEC,"MAAAAAAAASSSSET, brabbi ya sami la3ad ta3mal 7atta mosalsél, mérrina ken léffséd, wél hamla, wéttbourib, w s8ar lé7ram. yezzi Basta", negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
    ,, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgimueHcP0d9FngCoAEC,la 3ala9a sara7a Mala bihaya 3al 7itt 5sartk aa samiii, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
Ugh1VxQv--ri7XgCoAEC,mosalsel hram fi hram ythahek walah nasss 00000000000, negative,https://www.youtube.com/watch?v=HKcB2SXWnws&t=3s,il y a 6 mois
UgjGhBb60zVrtXgCoAEC,mosalsel hram fi hram ythahek walah nasss 00000000000, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 6 mois
,, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 6 mois
UgjNUFWaAvwSR3gCoAEC,Il est malade sami el fehri. c'est un sadiste. 9addech n7essou 7a9ed w yakrah la3bed. trèèèèèèèèèèèès méchant w saaaaaaaaaaaaa9it, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 6 mois
UghDxTXcIylfu3gCoAEC,niheya we9i3iya wala te7bouh el mousalsel al. 3asafirou touza9zi9ou w sama2ou zar9aa2???, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 6 mois
UggwZLNZF5GnNHgCoAEC,"سيناريو هزلي ... بدر عنقني .. قتلو !!! 
الصادق حلواس و سامي الفهري برافو على الفشل الدرامي ..نعرفو الي انتم تخدمو على نسب المشاهدة فقط سامي الاوديمات ...", negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
,, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggWgu61qWMZ63gCoAEC,hhhh nihaya besla bezaf 😕😒😒, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghMEvhlxzSdw3gCoAEC,ياسر ماسطة النهاية, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
,, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghtaxAG0I1fFXgCoAEC,"manque évident d imagination , sinon   simplement le  fruit d un esprit malade frustré qui a plus besoin d etre soigné que d etre critiquer", negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggfkXbUXucOYXgCoAEC,fih 16 Episode w tra9aw chwaya fi mkhakom ya cha3ib l khirfene ! mellou ella mousalsil w fikra mte3ou min mojtama3 téfah kifkom !, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugig14qYSS3FK3gCoAEC,الحلقة الاخيرة نورمالمون يجيو فاها كل الشخصيات لكن وين راحت اخت مفيدة و بناتها وعشيقها !!!!, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggYlh-aZoSBHXgCoAEC,ههههعععععههه عليييه هاكا -_-, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgiIiIr-SOKbX3gCoAEC,ملا نهاية كي، زبي، بدر تودا فروح قتل بوه, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugg2G2sqHxftkXgCoAEC,كارهم سماوه أولاد الحرام المسلسل هذا, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
,, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjdgNuiTfQmVXgCoAEC,amset niheya, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugjq0lRctB5G6HgCoAEC,في الجزء هذا سامي الفهري حسسنا إلي نحنا ولاد حرام إلي تفرجنا في بيعة مقطعة و كيما العادة الموت و الغمة هي الخاتمة, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjVZrmDouZlUXgCoAEC,ضعيف برشة سيناريو مسلسل, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Uggn_e8FSNneEHgCoAEC,القفلة فاشلة صي صامي, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjeTmpEevd9YHgCoAEC,خيييييتتتت يا سامي خيييييتتتت موخك زبله, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugii1Dx2K33LHngCoAEC,نهاية ماسطة, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugg8TijmMWkmrXgCoAEC,نهاية 😡😡😡😡😡👎👎👎👎👎👎👎, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugg1LSyhaS2ryHgCoAEC,نهاية   كعور و  دز للعور, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjbE7rk5FRHIXgCoAEC,C'est nul franchement trop d’événements saccadés qui surgissent d'un coup comme ça ouais bof c'est trop quoi ..., negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghTZWydH5YbRXgCoAEC,Une catastrophe ki ritou kharej kolt rajel ou sid rjel lekher yamalou anakni yekhi katlou. Sami fehri maa kol i7tiramety une fin minable .milowl ouled moufid ken mahleh baed haw mouta haw khmaj tawa hata mili ken haka personnage behi walla katel arweh . Déçue alekher ou surtout dhayaat wakty, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggTMCOx8c0zUngCoAEC,"xD 
سامي الفهري عندو هوس القتل عاد فرحا مسرورا ميعرفهاش", negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgirDmB_UzEP03gCoAEC,"ربي يصبرني هههههههه أخاه نندب 
يا سامي بالرسمي هاذي نهاية ميجيش هكا كل عام تخلينا على عصابنا حرام عليك", negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggErNvy9MvDNHgCoAEC,ياخي نورمال الزح, negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgixvfmVkbsSungCoAEC,zéro ..., negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Uggk2MOdNlF0CHgCoAEC,مسلسل 0 خسارة مضيعت وقتي وتبعتو  3 سنين ., negative,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghkT2kX5JOup3gCoAEC,akhiiiiiiihhhh taw hedhi niheye  ya Rabbi 3 sinin  te3edu khlugi feduuuu 🎵🎶🎵, negative   ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjKe1GWfxiRRngCoAEC,نهاية خايبة علخر, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugi0X1TNWppCpngCoAEC,توا هذي نهاية ! ممسطها, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgisJNDLeAPe3ngCoAEC,ماسطة اللقطة اللخرانية كان بدر ما قتلش بوه خير مسطوها زح علاش, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghQ1tU84szVD3gCoAEC,n'importe quoi !, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggKNHShJW9fGngCoAEC,Nihaya masta, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjoNSMbXMwmV3gCoAEC,تبا !!, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjTiAChSrVdbHgCoAEC,n'importe quoi, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjbYPgNqx4LHHgCoAEC,fin de merde 👎, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggeeBWqSV2JWHgCoAEC,nul, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgiSnWUGIRw8QngCoAEC,"c'est quoi ce scénario de merde , si vous comptez en faire une 4eme saison laisser tomber ga3da zi wjouhkom , vous nous avez fait perdre notre temps pr une fin pareil , un peu de logique qd meme ! en tout cas vous avez perdu une fan !", negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugg9ykTc6e7cPngCoAEC,تفووووو عليك يا سامي نهاية بحال وجهك تفو تفو تفو والله ندمت الي تبعتو ضيعت وقتي وشحال باش يالله بديت كنفهم اللهجة التونسية فتالي بدر يقتل باه  يخ تفو عليك مرة اخرى, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghB2EApZAqO93gCoAEC,خسارة عليك سي سامي, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggRF-kwfVYLAngCoAEC,نهاية فاشلة جدا و موش في المستوى و حتى و لو كانو اجزاء خرين نتصور يكونو فاشلين ...... اش خليت فيها يا سي سامي ضيعت المسلسل, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugi2lrlF8rgmKXgCoAEC,سيناريو فاشل اخراج فاشل نهاية فاشلة, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugg_Jr973qJupHgCoAEC,0/10elmoselsel, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjXLb5Nhfu1s3gCoAEC,فاشل فاشل فاششششششششل, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggAeIoI4tf3h3gCoAEC,nihaya 0.knt tnajem tkoun 5ir, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggS_P0JL1KNCHgCoAEC,"أولاد مفيدة الكل مجرمين لاواحد فلح !!الصادق زاني ومافيا  والأحداث الكل عليه  المسلسل هذا أولاد الحرام المجرمين😎😎
يزي صكر علينا البرنامج سي سامي مصاط😢😢😢", negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UggVn_EXFJF4tXgCoAEC,hata lawken weld hram yoqtel  bouuh !!! mousalsel fecheel, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugg-E5kLiw7uGXgCoAEC,نهاية تافهة وماصطة عالحيط, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgiCjL5mzQXdrXgCoAEC,حلقة كي زبل, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghgQMmjX8BXkngCoAEC,Dégoûté... Franchement la série est ultra décevante., negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugj9YOEjpIS4SHgCoAEC,النهاية ماسطة, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UgjOe2VqlBlu6ngCoAEC,normalement t3mlou limite d'àge, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
Ugj_odydyuxzCngCoAEC,نهاية كي وجوهكم .....و اذا فمة جزء 4   انشالله يفشل😠😠😠😠😠😠, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
UghTacYGVFrE9XgCoAEC,😢, negative ,https://www.youtube.com/watch?v=o2Qt9IaZLZM&t=80s,il y a 5 mois
