comment_text,sentiment_category,date,source_url
صادق راجل﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=0HEuEcR6azo
يووووووكي عسل﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=0HEuEcR6azo
يبارك فيك﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=0HEuEcR6azo
احلا انسااان والله    تحيه من الشعب السوري لاخوتنا بتونس﻿,pos,2017-12-17,https://www.youtube.com/all_comments?v=jYBfH280-Vw
تهانيا لبلطي﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
بلطي احسن مغني راب في العالم﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
احلى فنان فالدنيا ❤❤❤❤❤❤﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
راك فور يا معلم﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
راجل و صيد الرجال﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
معلّم 😍😍﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
بلطي تواضع تربية واخلاق ربي يحفضو﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
بلطي ماشاء الله عليك وحمودة محلاك ماشاء الله﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=jYBfH280-Vw
وحدك أمور جدية﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
إبداع طيارة ,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
مزيانة ,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
أنا من الجزائر ونحب امور جدية و نتبعها ولي يحبها كيفي يعملي لايك﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
محلك كريم﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
ربي يعين الي يخدم على روحو بالحلال﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
هههه ملا قسواة ﻿,neg,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
يعطيكم الصحة ، برافو ,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
ضحكة عالمية﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
جبورة -_-,neg,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
ربي يعينك﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
يعطيك صحة﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
عجبتني برشة﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
عالحيط ، فشلة  ,neg,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
محلاه الفيديو إلي هابطو توا﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=MGV-gndbtLE
روعة ,pos,2017-12-01,https://www.youtube.com/all_comments?v=NW26lPpfGZw
تحفونة ,pos,2017-11-01,https://www.youtube.com/all_comments?v=NW26lPpfGZw
شبعة ضحك ,pos,2017-11-01,https://www.youtube.com/all_comments?v=NW26lPpfGZw
من حسن إلى أحسن ,pos,2017-11-01,https://www.youtube.com/all_comments?v=eY6DZ4taHpc
باي قحبة وعاهرة﻿,neg,2017-11-01,https://www.youtube.com/all_comments?v=eY6DZ4taHpc
برافو برافو كريم وفوزي 😢😢﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=eY6DZ4taHpc
مشكورين :)﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=eY6DZ4taHpc
الله يرحم والديك كريم﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=eY6DZ4taHpc
واو برافو ,pos,2017-12-01,https://www.youtube.com/all_comments?v=t55K3kx13OQ
إبداع ,pos,2017-11-01,https://www.youtube.com/all_comments?v=t55K3kx13OQ
جميل جدا﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=t55K3kx13OQ
احسن واحد سلام مسيو ههه وله رائع﻿,pos,2017-12-24,https://www.youtube.com/all_comments?v=LYSUJ8xSUJc
امير راني نحبكككككك محليك دمك خفيف﻿,pos,2017-12-01,https://www.youtube.com/all_comments?v=LYSUJ8xSUJc
"جمهور قليل الحياء و فاسد و مخو خامج 
وين الهايكا توقف علينا مهازل القناة هاذي 
وين ماشين بالفساد متاعهم 
واحد ولى يحشم يتفرج مع عايلتو!
لا و يضحكوا على نسمةكيفاش اسمهاقناةالعايلة
تفوو على وجهك يا سامي﻿",neg,2017-11-01,https://www.youtube.com/all_comments?v=LYSUJ8xSUJc
حسن واصل﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=LYSUJ8xSUJc
شعب تافه﻿,neg,2017-11-01,https://www.youtube.com/all_comments?v=LYSUJ8xSUJc
هههههههههههههههههه هههههههههههههههههه﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=hXr9ZZ3jla0
hhhhhhhhhhhhhh﻿,pos,2017-11-01,https://www.youtube.com/all_comments?v=hXr9ZZ3jla0
قمة في الوبنة تفوووو على زبور امكم فردا فردا,neg,2017-06-14,https://www.facebook.com/EttounsiyaTV/posts/1570387699698607
برهوم يا معلم يا ريتني كنت بلاصتك ملا طيارة,pos,2017-06-17,https://www.facebook.com/EttounsiyaTV/posts/1574108482659862
هذا هو الإبداع التونسي الذيجب أن نثمنه و نرفه به عن أنفسنا و قد نعتمده نموذجا في التربية و الثقافة,pos,2017-06-19,https://www.facebook.com/EttounsiyaTV/posts/1575966562474054
بصراحة تحريض على الفساد وعلى تجاوز وعدم الاحترام بين الام واولادها  لا يفيد بشيء ولاكن يضر في كل شيء  فخوف على اجيالنا من هذه المهزلة .الله يهدي ويسامح .,neg,2017-06-23,https://www.facebook.com/EttounsiyaTV/posts/1576575829079794
مسلسل  فساد  وهملة  وقلة  حياء  وتربية,neg,2017-06-20,https://www.facebook.com/EttounsiyaTV/posts/1576575829079794
متفهو و ممسط ولديه,neg,2017-06-20,https://www.facebook.com/EttounsiyaTV/posts/1577325362338174
"يا قحاب يا زبالة وحد علي جال لفلوس ياعري في روحو والنساء  كيف كيف علي لفلوس تبوس في الرجل
تفووووووه عليكم 
تو دالمرة الجاية ليلك ملك هذا يولي سكس ملك
عملتو الفضح راكم",neg,2017-06-21,https://www.facebook.com/EttounsiyaTV/posts/1578795812191129
ان شاء الله تكملي حياتك في السجن في قضية دعارة,neg,2017-06-21,https://www.facebook.com/EttounsiyaTV/posts/1579515822119128
يعطك سوسة انشاءالله ممسطك و مرزنك,neg,2017-06-21,https://www.facebook.com/EttounsiyaTV/posts/1579515822119128
تمهبيل وتمقعير,neg,2017-07-03,https://www.facebook.com/EttounsiyaTV/posts/1595350103869033
قنوات الفساد والعهر,neg,2017-07-04,https://www.facebook.com/EttounsiyaTV/posts/1595350103869033
ملا فضايح تفوووو عليكم,neg,2017-07-03,https://www.facebook.com/EttounsiyaTV/posts/1595350103869033
ما ابلدك وما اركك و ما ارزنك عبد اخخخخخ,neg,2017-07-09,https://www.facebook.com/EttounsiyaTV/posts/1601746096562767
تونس الدعارة ومن بعد يجيك واحد منيك يقلك دزيرية يجيو لتونس على جال الجنس ؟ تي بلادنا كلها جنس وعري وخماج يا لطيف,neg,2017-07-16,https://www.facebook.com/EttounsiyaTV/posts/1612804192123624
المسلسل هذا بكلّه تسوميم و كل واحد يكشّخ و يقلب في منظرو، ملّا مناظر.,neg,2017-08-09,https://www.facebook.com/EttounsiyaTV/posts/1643585389045504
يشريك ويبيعك لي تضحك عليه جماعة قناة الحمار كمشا شلايك قعدلكم كان القحب,neg,2017-08-12,https://www.facebook.com/EttounsiyaTV/posts/1645464198857623
تجاهل أجهل من صباتو وحتى السؤولات مفهمهمش. ...... ملا أشكال اوريو فيها.....بللرسمي بلاد داخلة في حيط,neg,2017-10-01,https://www.facebook.com/EttounsiyaTV/posts/1645464198857623
راجل وسيد الموبنا يعطيك عصبة,neg,2017-08-11,https://www.facebook.com/EttounsiyaTV/posts/1645464198857623
زب ليك ونوفر امعاك,neg,2017-08-12,https://www.facebook.com/EttounsiyaTV/posts/1645464198857623
الحوار.التونسي.قناه.الفجار,neg,2017-08-18,https://www.facebook.com/EttounsiyaTV/posts/1653977084673001
كراوك تونس ميعوا الشعب و علموه قلة التربية و الغشة و القساد و نزيدك زيادة ريتش يلدي يضحك في الناس  هل لشكال هاذي تضحك في الناس بلهجة الريف,neg,2017-08-20,https://www.facebook.com/EttounsiyaTV/posts/1654952564575453
زنادقة .,neg,2017-08-21,https://www.facebook.com/EttounsiyaTV/posts/1654952564575453
طيبتلك ترمتك بالعصا يا وبش,neg,2017-08-21,https://www.facebook.com/EttounsiyaTV/posts/1654952564575453
شعب تافه,neg,2017-08-20,https://www.facebook.com/EttounsiyaTV/posts/1654952564575453
برنامج تافه تافه تافه,neg,2017-08-21,https://www.facebook.com/EttounsiyaTV/posts/1654952564575453
احقر  شخصيه على وجه اابسيطه,neg,2017-08-24,https://www.facebook.com/EttounsiyaTV/posts/1660313280706048
ملا قرود,neg,2017-08-24,https://www.facebook.com/EttounsiyaTV/posts/1660313280706048
مااااااااسط,neg,2017-08-24,https://www.facebook.com/EttounsiyaTV/posts/1660313280706048
تفووو عليكم,neg,2017-08-29,https://www.facebook.com/EttounsiyaTV/posts/1665370863533623
شباب  ماشاءالله,pos,2017-09-01,https://www.facebook.com/EttounsiyaTV/posts/1670844439652932
يعطكم عصب,neg,2017-09-02,https://www.facebook.com/EttounsiyaTV/posts/1671588782911831
ملا مهازل,neg,2017-09-03,https://www.facebook.com/EttounsiyaTV/posts/1673739202696789
هل تعلم انك ولد قحبة بنت   قحبت عصبتين ليكم كل تونسي قلوا ورتاني يقلك نيك امو قحبة,neg,2017-09-06,https://www.facebook.com/EttounsiyaTV/posts/1676351282435581
"هل تعلم انك ميبون انك ولازم نلبسوك في وجهك كلاست 
هل تعلم انك كبول و لازم ننزعلك الكلسون 
هل تعلم انك ابن عاهرة ووالدتك تبيع في الخمرة خلسة 
هل تعلم انك مريض نفساني ومن الوبنة ياسر تعاني 
يعطك ...و وتد و فرا  ما يتشد 🔫🔫🔫🔫🔫🔫🔫🔫",neg,2017-09-26,https://www.facebook.com/EttounsiyaTV/posts/1676351282435581
هل تعلم أنك تافه كيف الورتاني,neg,2017-09-06,https://www.facebook.com/EttounsiyaTV/posts/1676351282435581
يوه مرزن دمك,neg,2017-09-06,https://www.facebook.com/EttounsiyaTV/posts/1676351282435581
تفاهات,neg,2017-09-06,https://www.facebook.com/EttounsiyaTV/posts/1676351282435581
هل تعلم إنك عبقري 😆,pos,2017-09-06,https://www.facebook.com/EttounsiyaTV/posts/1676351282435581
احلى قناة قناة الحوار التونسي شماته في النبارة .ربي يوفقكم ان شاء الله,pos,2017-09-11,https://www.facebook.com/EttounsiyaTV/posts/1681268241943885
موش لوكان تلفتو شويا لقضية بورما خير يا مسخين تربحو اجر عند ربي,neg,2017-09-11,https://www.facebook.com/EttounsiyaTV/posts/1681268241943885
الطحين للعنكوش والشيء من ...لا يستغرب ....اعلام تافه وموجه .....,neg,2017-09-11,https://www.facebook.com/EttounsiyaTV/posts/1682348595169183
والشراب موش حرام؟؟؟ والزنااا موش حرام؟؟؟؟ سبحان الله رجعنا مسلمين كان في مساواة في الارث لووول يا شعب,neg,2017-09-14,https://www.facebook.com/EttounsiyaTV/posts/1685539044850138
خامج عرفك خامج قناتكم خامجة إذا..... المخور التونسي لاعلام الهانة,neg,2017-09-14,https://www.facebook.com/EttounsiyaTV/posts/1685539044850138
أمسط مخلوق على وجه الأرض!,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1685539044850138
ماسطة لاسطة,neg,2017-09-17,https://www.facebook.com/EttounsiyaTV/posts/1685539044850138
ارزن مخلوق في العالم....تهريج و مساطة ومروقية...تفوووه,neg,2017-09-14,https://www.facebook.com/EttounsiyaTV/posts/1686155184788524
تفاهة,neg,2017-09-16,https://www.facebook.com/EttounsiyaTV/posts/1686155184788524
وزنك ثقيل دمك ثقيل روحك ثقيلة ضمارك ثقيل يا ثقيلة,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1686155184788524
مالا مستوي و ملا منظر تفوووووووو عالخليقة المنحسة إنتي محسوب أرقي مالشعب التونسي تماك جرد نازح للعاصمة كيف غير كنت تسف فالتراب برا إسأل علي أصلك و فصلك توا وليت ولد حرام ووتعاير فالشعب التونسي؟ تفوووو,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1687042364699806
كب ولا سعدكم كيما كبيتو سعد التوانسة ياقناة العرائ وقرأ زعمين كان في تقرقيش لحناك على خاطركم مخاخكم فرغا متقدمو كان موضيع تافهة كيفكم وكيف إلى يتفرج فيكم,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1687042364699806
انت حاجتين يا تأكل في نوفل يا هو يأكل فيك ،راك امسط من ولد النهدي ،تلعب بالاولياء؟ باش تضحك يطيحوا فيك انشالله يا تافه تفوه,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1687042364699806
الڨحافة انتي والمسخ الفرطاس التوانسة أشرف منك ومن البرنامج  الي انتي فيه هلكتو الإعلام وشوهتو اسم تونس تفووووهه,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1687042364699806
تفووووه عليك يا مسخ اوسخ منك ما ريتش الشعب التونسي أشرف منك ومن الي قدمك للبرامج تفوه عليك يا رخيص ندادك يا كلب نوفل,neg,2017-09-15,https://www.facebook.com/EttounsiyaTV/posts/1687042364699806
لعنة الله على امثالكم يا زبلة المجتمع التونسي يا رخاس يا خماج يا ماسطين العيب في اللي خدم فيكم,neg,2017-09-16,https://www.facebook.com/EttounsiyaTV/posts/1687042364699806
والله صدمني ولاد علي خسارة حسبتو نضيف ياخي نفاقو ضاهر وحقدو عل الامن متواصل وحجبو للحقيقة طاح من عيني كاادمعة المسلم لا يكذب يا ولاد علي,neg,2017-09-22,https://www.facebook.com/EttounsiyaTV/posts/1694956137241762
المفيد ما يفقدش المصدقية حسن واصل,pos,2017-09-22,https://www.facebook.com/EttounsiyaTV/posts/1694956137241762
برافوووو حمزة ,pos,2017-09-22,https://www.facebook.com/EttounsiyaTV/posts/1694956137241762
تفووووووووووووووه على هالكلوشارات,neg,2017-09-30,https://www.facebook.com/EttounsiyaTV/posts/1704456419625067
أمسط مخلوق على وجه الأرض هو نوفل راس البصل. الي موفق جااام😨😨😨😨,neg,2017-09-30,https://www.facebook.com/EttounsiyaTV/posts/1704456972958345
هذا البرنامج  ماسط و مضياعة وقط ،شوف حاجة مفيدة يا مخلوق,neg,2017-09-30,https://www.facebook.com/EttounsiyaTV/posts/1704456972958345
قلبي يوجعني كي نشوف هذا الطحان,neg,2017-09-30,https://www.facebook.com/EttounsiyaTV/posts/1704456972958345
ماسطين متضحكش,neg,2017-10-03,https://www.facebook.com/EttounsiyaTV/posts/1704456972958345
مامسطك يا ز.....خريت فيه وانت راسك كالبصلة,neg,2017-09-30,https://www.facebook.com/EttounsiyaTV/posts/1704456972958345
bravooooo,pos,2017-09-30,https://www.facebook.com/EttounsiyaTV/posts/1704821339588575
يا نوفل يا خبيت تبيع القرد و تضحك على ليشراه,neg,2017-10-07,https://www.facebook.com/EttounsiyaTV/posts/1712468315490544
اضحك و انسى الستراس,pos,2017-10-06,https://www.facebook.com/EttounsiyaTV/posts/1712468315490544
ممسطها قاتلتني,neg,2017-10-11,https://www.facebook.com/EttounsiyaTV/posts/1712468315490544
الي حين يخرجوك من البلاد على خاطرك اكبر بلاء انت و امثالك الي في القناة,neg,2017-10-07,https://www.facebook.com/EttounsiyaTV/posts/1713335118737197
اش دخلوا في ها المعامع......ممسطوا. ......و مرزنو,neg,2017-10-07,https://www.facebook.com/EttounsiyaTV/posts/1713335118737197
الي متعرفوش يباتو ينيكو في طولات في الليل ياطحان,neg,2017-10-07,https://www.facebook.com/EttounsiyaTV/posts/1713335118737197
يا مصخ فاش يباتو يعانيو,neg,2017-10-07,https://www.facebook.com/EttounsiyaTV/posts/1713335118737197
هههههخ بلاهي روح عصب تأنت تخدم في اكثر قناة تشجع علي الرضيلة و الوبنة,neg,2017-10-10,https://www.facebook.com/EttounsiyaTV/posts/1717762814961094
نهار كامل تلهيو في الشعب بكل ماهو ساكس و ناسين المشاكل الحقيقية اللي لزت الشباب للحرقة و الدمار، ماسمعتش بحتى انثى تشكي و قالت تحرش بيا كيفما ما نسمع في الهموم الأخرى من فقر و ذل و يأس,neg,2017-10-11,https://www.facebook.com/EttounsiyaTV/posts/1717762814961094
رخيس. والله. رخيي. تلحق.  لطفي.  انتا.  امشي.  نيك.  امك.  جزايريين.  سيادك.  يا. ولد.  القحبة.    مشني.  نسب.  في.  تونس.  انا.  اكل.  خاوا.   اني. نسب.  في.  مقالو. تاع.   زبي.  وليد.  القحبة.,neg,2017-10-13,https://www.facebook.com/EttounsiyaTV/posts/1717762814961094
البرنامج بكله تحرّش وتبزنيس  ومشاهد كبت..اش من ضد التحرش بالله,neg,2017-10-10,https://www.facebook.com/EttounsiyaTV/posts/1717762814961094
لطفي مثقف عليك يا منيك تحكو كان عالوبنة,neg,2017-10-10,https://www.facebook.com/EttounsiyaTV/posts/1717762814961094
"تهريج سخفات اما سامحوني هو اصلا اغلب الشعب تافه و الله العظيم لو يبقو عام الا لا يضحكوني و الشعب مستمتع 
بالله وروني حاجة تفيد في ها البرنامج و زيد لو يعرفو ها القنانوات حراير الريف اش يعملو بالحمير من اجل لقمة العيش المريرة في بلاد الخرا راهم قتلو رواحهم خير",neg,2017-10-11,https://www.facebook.com/EttounsiyaTV/posts/1717780804959295
"استحمرتم الشعب . فكيف لا تركبون الحمير.
في اعتقادي لافرق بين الراكب والمركوب",neg,2017-10-11,https://www.facebook.com/EttounsiyaTV/posts/1717780804959295
راجل زكم الوبنا الي خرجتو بها بعد الثورة,neg,2017-10-12,https://www.facebook.com/EttounsiyaTV/posts/1719692081434834
تهريج ومساطة,neg,2017-10-13,https://www.facebook.com/EttounsiyaTV/posts/1719692081434834
يا مااااااااسط,neg,2017-10-12,https://www.facebook.com/EttounsiyaTV/posts/1719692081434834
احلى حاجة في لباس فنان طيارة bravo,pos,2017-10-15,https://www.facebook.com/EttounsiyaTV/posts/1723949777675731
Soyez le bienvenue  <3 je vous aime <3,pos,2017-10-15,https://www.facebook.com/EttounsiyaTV/posts/1723949777675731
ممصتكم ومتفهكم لعنة الله عليكم,neg,2017-10-19,https://www.facebook.com/EttounsiyaTV/posts/1728390347231674
بالله لاعاد تجيبوه ، راهو مااااسط علخر و ما يضحكش وقديم ومش ضامر حتى طرف,neg,2017-10-21,https://www.facebook.com/EttounsiyaTV/posts/1731576200246422
ملا امارك وملا كمشة  بهايم يجيبوا فيهم بربي توة هذا اش يعمل اش يحب يقول ...راني ضامر راني نعرف نضحك راني قافز ....بفففففف والله شي يعيف,neg,2017-10-21,https://www.facebook.com/EttounsiyaTV/posts/1731576200246422
مااااسط لاسط,neg,2017-10-21,https://www.facebook.com/EttounsiyaTV/posts/1731576200246422
ملا مستويات ... من قلة المواضيع في البلاد...,neg,2017-10-21,https://www.facebook.com/EttounsiyaTV/posts/1731576200246422
هذا البرنامج تلوث و ماسط. نتفرج علي قناة اجنبية احسن. هذا مضيعة من الوقت.,neg,2017-10-22,https://www.facebook.com/EttounsiyaTV/posts/1731604900243552
"يحشي فيه هو و الطحانة الى يعديو فيهم في البرامج المڨملة الكل يتاجرو بالعباد الزواولة 
يعرف قيمتها الخدمة هذيك و لا خدم فلاحة قبل و لا يعرف ضروف العباد الى تعاني كل يوم و تقاسي سيبوهم الزب معادش تاجرو بيهم معادش تحكيو عليهم ربي الى خلقهم مايضيعهم و مايخاليها بعبدو 
اما انتوم بالبرامج متاعكم بالضيوف بالرديوات بالكلكم طحانة و سراق و تاجرو بضروف الناس و بمشاكلهم و تفضحو فيهم تعديو ساعة تلبسو فيها ماسك الموطن الصالح الى يحب بلادو بعد لكلها تمشي للبيران و السهريات 
يامنافقين الله لا تربح كل من تاجر بمشاعر الناس تففييييه",neg,2017-11-02,https://www.facebook.com/EttounsiyaTV/posts/1736495363087839
"يحشي فيه هو و الطحانة الى يعديو فيهم في البرامج المڨملة الكل يتاجرو بالعباد الزواولة 
يعرف قيمتها الخدمة هذيك و لا خدم فلاحة قبل و لا يعرف ضروف العباد الى تعاني كل يوم و تقاسي سيبوهم الزب معادش تاجرو بيهم معادش تحكيو عليهم ربي الى خلقهم مايضيعهم و مايخاليها بعبدو 
اما انتوم بالبرامج متاعكم بالضيوف بالرديوات بالكلكم طحانة و سراق و تاجرو بضروف الناس و بمشاكلهم و تفضحو فيهم تعديو ساعة تلبسو فيها ماسك الموطن الصالح الى يحب بلادو بعد لكلها تمشي للبيران و السهريات 
يامنافقين الله لا تربح كل من تاجر بمشاعر الناس تففييييه",neg,2017-10-25,https://www.facebook.com/EttounsiyaTV/posts/1736495363087839
الشي من ماتاه لا يستغرب...قناة الفصايل و.السراق و.الملاهط.....,neg,2017-11-03,https://www.facebook.com/EttounsiyaTV/posts/1748981651839210
